"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"FUERZA"	"EG"	"UNIONISTA"	"BIEN"	"VICTORIA"	"URNG_MAIZ"	"LIBRE"	"WINAQ"	"VIVA"	"PAN"	"SEMILLA"	"PPT"	"PHG"	"UCN"	"CONVERGENCIA"	"AVANZA"	"UNE"	"VALOR"	"UNIDOS"	"PODEMOS"	"CREO"	"PC"	"MLP"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3757"	"4"	"1"	"15"	"2"	"400"	"37"	"28"	"27"	"3"	"16"	"6"	"4"	"1"	"8"	"10"	"7"	"10"	"3"	"0"	"20"	"6"	"1"	"3"	"17"	"10"	"1"	"1"	"5"	"17"	"8"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"12"	"0"	"0"	"261"	"261"	"1"	"0"
"3758"	"4"	"1"	"15"	"1"	"400"	"40"	"13"	"18"	"0"	"14"	"9"	"2"	"2"	"11"	"4"	"9"	"7"	"3"	"0"	"0"	"6"	"1"	"1"	"31"	"7"	"9"	"7"	"3"	"0"	"0"	"6"	"1"	"1"	"31"	"7"	"235"	"211"	"7"	"3"	"1"	"245"	"221"	"0"	"0"
"3759"	"4"	"1"	"15"	"1"	"398"	"55"	"21"	"19"	"3"	"26"	"7"	"2"	"1"	"4"	"4"	"7"	"12"	"11"	"0"	"15"	"6"	"0"	"5"	"18"	"2"	"1"	"0"	"2"	"20"	"9"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"13"	"3"	"0"	"266"	"266"	"1"	"0"
"3760"	"4"	"1"	"15"	"2"	"411"	"50"	"16"	"29"	"1"	"26"	"10"	"7"	"1"	"3"	"0"	"11"	"12"	"4"	"0"	"8"	"5"	"1"	"3"	"23"	"9"	"0"	"0"	"2"	"19"	"16"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"11"	"1"	"0"	"268"	"268"	"1"	"0"
"3761"	"4"	"1"	"15"	"2"	"400"	"52"	"27"	"18"	"4"	"26"	"12"	"8"	"0"	"7"	"1"	"5"	"3"	"3"	"0"	"12"	"4"	"0"	"1"	"9"	"9"	"1"	"1"	"6"	"27"	"13"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"17"	"1"	"0"	"267"	"267"	"1"	"0"
"3762"	"4"	"1"	"15"	"2"	"401"	"55"	"24"	"25"	"1"	"19"	"4"	"4"	"3"	"10"	"5"	"10"	"8"	"2"	"1"	"18"	"1"	"0"	"1"	"17"	"9"	"0"	"0"	"1"	"24"	"10"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"15"	"4"	"0"	"271"	"271"	"1"	"0"
"3763"	"4"	"1"	"15"	"2"	"400"	"50"	"31"	"18"	"1"	"22"	"11"	"5"	"3"	"5"	"5"	"5"	"10"	"1"	"3"	"20"	"5"	"2"	"7"	"23"	"3"	"0"	"0"	"3"	"22"	"9"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"9"	"3"	"0"	"276"	"276"	"1"	"0"
"3764"	"4"	"1"	"15"	"2"	"412"	"44"	"26"	"21"	"5"	"18"	"5"	"1"	"3"	"9"	"8"	"9"	"8"	"5"	"0"	"16"	"7"	"1"	"2"	"20"	"6"	"0"	"0"	"3"	"25"	"13"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"10"	"2"	"0"	"267"	"267"	"1"	"0"
"3765"	"4"	"1"	"15"	"2"	"400"	"49"	"36"	"16"	"1"	"17"	"2"	"3"	"5"	"8"	"8"	"11"	"16"	"3"	"1"	"18"	"2"	"1"	"3"	"18"	"7"	"0"	"1"	"2"	"25"	"6"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"7"	"1"	"0"	"267"	"267"	"1"	"0"
"3766"	"4"	"1"	"15"	"2"	"396"	"45"	"18"	"17"	"3"	"28"	"7"	"2"	"1"	"6"	"5"	"9"	"5"	"4"	"1"	"16"	"1"	"0"	"9"	"16"	"8"	"1"	"0"	"3"	"17"	"9"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"7"	"0"	"0"	"238"	"238"	"1"	"0"
"3767"	"4"	"1"	"15"	"2"	"400"	"52"	"22"	"27"	"2"	"26"	"6"	"3"	"1"	"9"	"5"	"5"	"6"	"6"	"0"	"12"	"4"	"0"	"4"	"14"	"4"	"0"	"0"	"7"	"23"	"6"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"4"	"1"	"0"	"249"	"249"	"1"	"0"
"3768"	"4"	"1"	"15"	"2"	"398"	"63"	"32"	"15"	"2"	"20"	"6"	"4"	"2"	"6"	"1"	"11"	"12"	"3"	"0"	"16"	"1"	"1"	"8"	"18"	"4"	"0"	"0"	"5"	"23"	"10"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"7"	"4"	"0"	"274"	"274"	"1"	"0"
"3769"	"4"	"1"	"15"	"2"	"400"	"48"	"23"	"19"	"4"	"18"	"8"	"0"	"2"	"9"	"4"	"9"	"6"	"4"	"1"	"8"	"2"	"0"	"2"	"21"	"2"	"0"	"0"	"6"	"23"	"10"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"10"	"3"	"0"	"242"	"242"	"1"	"0"
"3770"	"4"	"1"	"15"	"2"	"397"	"47"	"28"	"19"	"1"	"15"	"7"	"4"	"1"	"11"	"4"	"8"	"5"	"1"	"1"	"18"	"3"	"0"	"4"	"22"	"4"	"0"	"2"	"2"	"22"	"22"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"8"	"1"	"0"	"260"	"260"	"1"	"0"
"3771"	"4"	"1"	"15"	"2"	"262"	"49"	"17"	"20"	"1"	"27"	"3"	"5"	"2"	"13"	"6"	"11"	"12"	"5"	"0"	"10"	"3"	"1"	"3"	"20"	"4"	"0"	"2"	"4"	"24"	"10"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"8"	"2"	"1"	"263"	"262"	"0"	"0"
"3772"	"4"	"1"	"15"	"2"	"400"	"40"	"19"	"18"	"1"	"26"	"3"	"2"	"1"	"10"	"8"	"10"	"5"	"2"	"1"	"21"	"2"	"0"	"4"	"20"	"4"	"1"	"0"	"4"	"31"	"13"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"9"	"1"	"2"	"256"	"256"	"1"	"0"
"3773"	"4"	"1"	"15"	"1"	"396"	"57"	"31"	"28"	"2"	"19"	"2"	"7"	"3"	"7"	"3"	"13"	"11"	"3"	"0"	"20"	"1"	"1"	"0"	"23"	"4"	"13"	"11"	"3"	"0"	"20"	"1"	"1"	"0"	"23"	"4"	"265"	"265"	"5"	"2"	"0"	"272"	"272"	"1"	"0"
"3774"	"4"	"1"	"15"	"1"	"396"	"54"	"16"	"18"	"2"	"30"	"8"	"3"	"0"	"5"	"6"	"3"	"9"	"7"	"0"	"10"	"2"	"0"	"5"	"21"	"8"	"1"	"1"	"1"	"30"	"14"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"11"	"3"	"0"	"268"	"268"	"1"	"0"
"3775"	"4"	"1"	"15"	"2"	"400"	"43"	"17"	"18"	"4"	"30"	"10"	"4"	"3"	"16"	"7"	"12"	"7"	"9"	"0"	"17"	"2"	"0"	"1"	"20"	"8"	"3"	"0"	"4"	"18"	"7"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"11"	"4"	"0"	"275"	"275"	"1"	"0"
"3776"	"4"	"1"	"15"	"2"	"400"	"50"	"21"	"18"	"2"	"20"	"15"	"4"	"1"	"3"	"2"	"12"	"18"	"2"	"0"	"21"	"0"	"0"	"5"	"21"	"6"	"1"	"1"	"2"	"20"	"12"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"11"	"4"	"0"	"272"	"272"	"1"	"0"
"3777"	"4"	"1"	"15"	"2"	"400"	"53"	"22"	"19"	"0"	"24"	"7"	"2"	"1"	"2"	"3"	"7"	"14"	"5"	"0"	"20"	"3"	"0"	"5"	"13"	"4"	"0"	"0"	"6"	"25"	"8"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"7"	"2"	"0"	"252"	"252"	"1"	"0"
"3778"	"4"	"1"	"15"	"2"	"399"	"41"	"23"	"15"	"3"	"24"	"6"	"5"	"3"	"4"	"5"	"13"	"9"	"3"	"0"	"14"	"3"	"1"	"2"	"17"	"2"	"0"	"0"	"5"	"41"	"10"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"4"	"4"	"2"	"257"	"257"	"1"	"0"
"3779"	"4"	"1"	"15"	"2"	"399"	"38"	"19"	"23"	"3"	"28"	"6"	"2"	"3"	"3"	"3"	"5"	"6"	"1"	"0"	"10"	"10"	"2"	"5"	"17"	"4"	"0"	"0"	"3"	"13"	"11"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"6"	"1"	"0"	"222"	"222"	"1"	"0"
"3780"	"4"	"1"	"15"	"2"	"398"	"49"	"21"	"17"	"3"	"18"	"6"	"6"	"3"	"8"	"4"	"6"	"13"	"3"	"0"	"11"	"2"	"1"	"4"	"16"	"7"	"2"	"0"	"2"	"12"	"8"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"12"	"0"	"0"	"234"	"234"	"1"	"0"
"3781"	"4"	"1"	"15"	"1"	"400"	"46"	"16"	"22"	"2"	"21"	"3"	"1"	"1"	"8"	"8"	"9"	"4"	"4"	"1"	"15"	"5"	"1"	"4"	"23"	"5"	"1"	"0"	"5"	"22"	"10"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"5"	"0"	"0"	"242"	"242"	"1"	"0"
"3782"	"4"	"1"	"15"	"2"	"437"	"45"	"20"	"14"	"0"	"20"	"8"	"4"	"2"	"7"	"1"	"4"	"4"	"8"	"0"	"13"	"3"	"0"	"2"	"19"	"7"	"0"	"0"	"4"	"29"	"7"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"3"	"0"	"0"	"224"	"224"	"1"	"0"
"3783"	"4"	"1"	"15"	"2"	"400"	"59"	"19"	"19"	"1"	"28"	"4"	"3"	"2"	"5"	"6"	"10"	"9"	"9"	"0"	"16"	"5"	"0"	"4"	"17"	"5"	"0"	"0"	"1"	"29"	"11"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"5"	"1"	"0"	"268"	"268"	"1"	"0"
"3784"	"4"	"1"	"15"	"1"	"300"	"35"	"22"	"14"	"3"	"24"	"4"	"0"	"1"	"4"	"6"	"7"	"5"	"1"	"0"	"15"	"3"	"1"	"5"	"14"	"4"	"7"	"5"	"1"	"0"	"15"	"3"	"1"	"5"	"14"	"4"	"199"	"199"	"2"	"3"	"0"	"204"	"204"	"1"	"20"
"3785"	"4"	"1"	"15"	"2"	"301"	"26"	"12"	"16"	"3"	"21"	"8"	"3"	"1"	"5"	"3"	"10"	"7"	"3"	"0"	"14"	"2"	"0"	"3"	"6"	"4"	"0"	"0"	"2"	"17"	"6"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"5"	"3"	"0"	"180"	"180"	"1"	"2"
"3786"	"4"	"1"	"15"	"2"	"396"	"39"	"28"	"13"	"2"	"13"	"9"	"4"	"1"	"11"	"8"	"13"	"10"	"5"	"1"	"9"	"2"	"1"	"1"	"34"	"3"	"1"	"0"	"5"	"22"	"4"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"3"	"2"	"0"	"244"	"244"	"1"	"0"
"3787"	"4"	"1"	"15"	"1"	"400"	"32"	"36"	"21"	"1"	"18"	"9"	"4"	"4"	"4"	"4"	"13"	"8"	"1"	"0"	"13"	"3"	"2"	"3"	"29"	"4"	"1"	"1"	"1"	"20"	"6"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"19"	"6"	"0"	"263"	"263"	"1"	"0"
"3788"	"4"	"1"	"15"	"2"	"400"	"31"	"28"	"25"	"1"	"20"	"7"	"5"	"2"	"4"	"5"	"9"	"10"	"4"	"1"	"5"	"1"	"2"	"5"	"28"	"2"	"0"	"0"	"3"	"23"	"7"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"4"	"2"	"0"	"234"	"234"	"1"	"0"
"3789"	"4"	"1"	"15"	"2"	"396"	"17"	"25"	"18"	"3"	"27"	"7"	"8"	"1"	"9"	"5"	"11"	"6"	"6"	"0"	"6"	"4"	"1"	"7"	"35"	"3"	"0"	"1"	"3"	"20"	"5"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"10"	"4"	"0"	"242"	"242"	"1"	"0"
"3790"	"4"	"1"	"15"	"2"	"395"	"31"	"28"	"22"	"1"	"21"	"12"	"5"	"2"	"12"	"2"	"10"	"6"	"7"	"0"	"9"	"4"	"0"	"9"	"23"	"7"	"1"	"0"	"3"	"18"	"6"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"9"	"5"	"0"	"253"	"253"	"1"	"0"
"3791"	"4"	"1"	"15"	"2"	"401"	"31"	"21"	"30"	"1"	"20"	"11"	"3"	"2"	"7"	"6"	"21"	"3"	"4"	"0"	"6"	"3"	"1"	"2"	"36"	"3"	"0"	"0"	"2"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"8"	"4"	"0"	"241"	"241"	"1"	"0"
"3792"	"4"	"1"	"15"	"2"	"400"	"21"	"31"	"15"	"1"	"20"	"9"	"3"	"4"	"2"	"2"	"16"	"8"	"2"	"0"	"9"	"4"	"0"	"8"	"26"	"4"	"0"	"1"	"2"	"16"	"3"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"9"	"2"	"0"	"218"	"218"	"1"	"1"
"3793"	"4"	"1"	"15"	"2"	"239"	"19"	"22"	"11"	"0"	"15"	"3"	"1"	"2"	"5"	"3"	"8"	"5"	"0"	"1"	"0"	"3"	"1"	"3"	"22"	"1"	"0"	"0"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"7"	"1"	"0"	"145"	"145"	"1"	"0"
"3794"	"4"	"1"	"15"	"1"	"237"	"19"	"11"	"14"	"2"	"24"	"3"	"2"	"1"	"3"	"3"	"8"	"4"	"5"	"0"	"7"	"2"	"2"	"1"	"24"	"2"	"0"	"0"	"1"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"7"	"0"	"0"	"162"	"162"	"1"	"2"
"3795"	"4"	"1"	"15"	"2"	"400"	"36"	"24"	"22"	"6"	"15"	"18"	"4"	"1"	"6"	"7"	"8"	"8"	"23"	"0"	"17"	"2"	"1"	"1"	"18"	"5"	"1"	"0"	"7"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"12"	"134"	"0"	"400"	"400"	"1"	"0"
"3796"	"4"	"1"	"15"	"2"	"396"	"41"	"17"	"12"	"8"	"21"	"15"	"2"	"7"	"2"	"9"	"13"	"6"	"30"	"0"	"15"	"4"	"0"	"1"	"12"	"2"	"0"	"1"	"6"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"255"	"254"	"14"	"3"	"0"	"272"	"271"	"0"	"0"
"3797"	"4"	"1"	"15"	"2"	"400"	"31"	"24"	"31"	"4"	"19"	"8"	"2"	"2"	"4"	"6"	"9"	"2"	"23"	"0"	"10"	"2"	"4"	"10"	"19"	"9"	"0"	"0"	"4"	"19"	"5"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"12"	"2"	"0"	"261"	"261"	"1"	"0"
"3798"	"4"	"1"	"15"	"2"	"396"	"27"	"27"	"32"	"3"	"27"	"10"	"4"	"2"	"2"	"9"	"16"	"5"	"23"	"0"	"14"	"3"	"0"	"4"	"14"	"3"	"1"	"2"	"13"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"14"	"1"	"0"	"280"	"280"	"1"	"0"
"3799"	"4"	"1"	"15"	"2"	"401"	"35"	"21"	"27"	"2"	"26"	"12"	"4"	"3"	"1"	"10"	"14"	"9"	"27"	"1"	"8"	"5"	"0"	"9"	"21"	"8"	"1"	"0"	"11"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"8"	"0"	"0"	"292"	"292"	"1"	"0"
"3800"	"4"	"1"	"15"	"2"	"394"	"38"	"18"	"19"	"5"	"28"	"14"	"7"	"2"	"1"	"11"	"15"	"8"	"31"	"1"	"8"	"4"	"0"	"9"	"7"	"7"	"0"	"1"	"5"	"27"	"3"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"15"	"1"	"0"	"285"	"285"	"1"	"0"
"3801"	"4"	"1"	"15"	"2"	"350"	"34"	"16"	"28"	"4"	"29"	"11"	"3"	"5"	"8"	"9"	"13"	"0"	"19"	"0"	"18"	"2"	"0"	"3"	"18"	"5"	"0"	"8"	"0"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"2"	"8"	"0"	"266"	"266"	"1"	"0"
"3802"	"4"	"1"	"15"	"1"	"274"	"17"	"19"	"16"	"2"	"16"	"3"	"3"	"1"	"3"	"7"	"7"	"4"	"23"	"0"	"7"	"3"	"0"	"4"	"15"	"2"	"7"	"4"	"23"	"0"	"7"	"3"	"0"	"4"	"15"	"2"	"174"	"174"	"3"	"0"	"0"	"177"	"177"	"1"	"0"
"3803"	"4"	"1"	"15"	"1"	"272"	"24"	"10"	"15"	"2"	"19"	"7"	"4"	"1"	"1"	"8"	"6"	"1"	"12"	"1"	"3"	"3"	"0"	"3"	"8"	"1"	"0"	"0"	"4"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"10"	"1"	"0"	"167"	"167"	"1"	"0"
"3804"	"4"	"1"	"15"	"1"	"0"	"30"	"23"	"18"	"4"	"19"	"4"	"5"	"2"	"3"	"5"	"21"	"8"	"10"	"1"	"4"	"6"	"0"	"8"	"17"	"11"	"0"	"0"	"10"	"34"	"9"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"14"	"1"	"0"	"267"	"267"	"1"	"0"
"3805"	"4"	"1"	"15"	"2"	"0"	"33"	"24"	"17"	"4"	"22"	"6"	"4"	"5"	"0"	"10"	"18"	"13"	"10"	"1"	"6"	"4"	"0"	"13"	"12"	"3"	"0"	"1"	"18"	"43"	"4"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"20"	"0"	"0"	"291"	"291"	"1"	"0"
"3806"	"4"	"1"	"15"	"1"	"400"	"32"	"29"	"22"	"2"	"14"	"7"	"4"	"1"	"3"	"9"	"12"	"12"	"11"	"3"	"11"	"4"	"0"	"2"	"13"	"4"	"1"	"1"	"19"	"33"	"6"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"11"	"2"	"128"	"268"	"268"	"1"	"0"
"3807"	"4"	"1"	"15"	"1"	"0"	"42"	"22"	"7"	"3"	"13"	"5"	"3"	"5"	"6"	"7"	"16"	"11"	"7"	"0"	"8"	"6"	"3"	"2"	"10"	"7"	"0"	"0"	"21"	"44"	"3"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"15"	"2"	"132"	"268"	"268"	"1"	"0"
"3808"	"4"	"1"	"15"	"1"	"399"	"21"	"28"	"19"	"4"	"25"	"2"	"5"	"4"	"0"	"6"	"13"	"6"	"16"	"5"	"8"	"1"	"2"	"3"	"15"	"4"	"13"	"6"	"16"	"5"	"8"	"1"	"2"	"3"	"15"	"4"	"232"	"232"	"21"	"2"	"0"	"255"	"255"	"1"	"0"
"3809"	"4"	"1"	"15"	"1"	"0"	"36"	"19"	"19"	"2"	"38"	"8"	"4"	"0"	"2"	"7"	"13"	"7"	"8"	"1"	"9"	"4"	"0"	"6"	"11"	"10"	"13"	"7"	"8"	"1"	"9"	"4"	"0"	"6"	"11"	"10"	"252"	"248"	"11"	"4"	"0"	"263"	"263"	"0"	"0"
"3810"	"4"	"1"	"15"	"1"	"0"	"37"	"24"	"19"	"5"	"28"	"4"	"4"	"2"	"1"	"3"	"9"	"7"	"9"	"0"	"9"	"5"	"0"	"3"	"16"	"4"	"9"	"7"	"9"	"0"	"9"	"5"	"0"	"3"	"16"	"4"	"230"	"230"	"13"	"4"	"0"	"247"	"247"	"1"	"0"
"3811"	"4"	"1"	"15"	"1"	"400"	"38"	"13"	"12"	"0"	"24"	"6"	"5"	"3"	"3"	"3"	"14"	"4"	"13"	"3"	"7"	"5"	"2"	"5"	"23"	"9"	"14"	"4"	"13"	"3"	"7"	"5"	"2"	"5"	"23"	"9"	"232"	"229"	"11"	"0"	"0"	"243"	"240"	"0"	"0"
"3812"	"4"	"1"	"15"	"1"	"400"	"38"	"22"	"8"	"0"	"31"	"4"	"3"	"2"	"2"	"13"	"20"	"7"	"7"	"0"	"7"	"1"	"3"	"0"	"16"	"6"	"1"	"0"	"14"	"29"	"5"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"18"	"2"	"1"	"259"	"259"	"1"	"0"
"3813"	"4"	"1"	"15"	"2"	"400"	"35"	"27"	"18"	"2"	"23"	"7"	"7"	"3"	"2"	"3"	"7"	"8"	"13"	"3"	"15"	"4"	"0"	"5"	"19"	"2"	"1"	"0"	"13"	"30"	"4"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"17"	"1"	"2"	"269"	"269"	"1"	"0"
"3814"	"4"	"1"	"15"	"2"	"0"	"33"	"23"	"26"	"5"	"17"	"7"	"6"	"1"	"5"	"6"	"19"	"6"	"13"	"0"	"7"	"3"	"2"	"4"	"12"	"6"	"1"	"0"	"15"	"29"	"3"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"13"	"3"	"0"	"265"	"265"	"1"	"0"
"3815"	"4"	"1"	"15"	"2"	"0"	"27"	"22"	"19"	"2"	"19"	"5"	"2"	"1"	"3"	"10"	"15"	"1"	"10"	"1"	"11"	"6"	"1"	"12"	"15"	"9"	"1"	"0"	"21"	"32"	"1"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"10"	"3"	"0"	"259"	"259"	"1"	"0"
"3816"	"4"	"1"	"15"	"2"	"400"	"23"	"20"	"13"	"3"	"19"	"5"	"6"	"2"	"3"	"7"	"21"	"4"	"7"	"1"	"9"	"5"	"0"	"5"	"16"	"8"	"0"	"1"	"16"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"12"	"0"	"1"	"242"	"242"	"1"	"0"
"3817"	"4"	"1"	"15"	"2"	"0"	"37"	"22"	"18"	"1"	"19"	"3"	"4"	"2"	"0"	"10"	"12"	"8"	"4"	"0"	"12"	"6"	"0"	"4"	"12"	"8"	"1"	"0"	"13"	"27"	"3"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"15"	"3"	"0"	"244"	"244"	"1"	"0"
"3818"	"4"	"1"	"15"	"1"	"267"	"36"	"31"	"23"	"8"	"30"	"2"	"7"	"3"	"0"	"13"	"6"	"3"	"11"	"2"	"9"	"4"	"0"	"7"	"8"	"4"	"6"	"3"	"11"	"2"	"9"	"4"	"0"	"7"	"8"	"4"	"243"	"243"	"6"	"2"	"0"	"251"	"251"	"1"	"0"
"3819"	"4"	"1"	"15"	"1"	"365"	"21"	"13"	"21"	"0"	"24"	"5"	"2"	"0"	"1"	"8"	"11"	"5"	"5"	"2"	"7"	"1"	"1"	"6"	"12"	"3"	"11"	"5"	"5"	"2"	"7"	"1"	"1"	"6"	"12"	"3"	"187"	"187"	"7"	"2"	"0"	"196"	"196"	"1"	"0"
"3820"	"4"	"1"	"15"	"1"	"400"	"23"	"8"	"23"	"1"	"4"	"15"	"62"	"4"	"3"	"3"	"5"	"9"	"2"	"0"	"2"	"13"	"0"	"0"	"26"	"4"	"0"	"0"	"2"	"15"	"6"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"9"	"3"	"158"	"242"	"242"	"1"	"0"
"3821"	"4"	"1"	"15"	"1"	"400"	"10"	"14"	"25"	"1"	"7"	"9"	"68"	"3"	"7"	"4"	"9"	"6"	"7"	"0"	"4"	"5"	"0"	"2"	"29"	"3"	"1"	"1"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"21"	"7"	"0"	"251"	"251"	"1"	"0"
"3822"	"4"	"1"	"15"	"1"	"400"	"23"	"17"	"23"	"1"	"6"	"24"	"70"	"4"	"2"	"3"	"7"	"2"	"2"	"1"	"4"	"8"	"0"	"3"	"23"	"0"	"1"	"0"	"3"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"7"	"4"	"0"	"248"	"248"	"1"	"0"
"3823"	"4"	"1"	"15"	"1"	"396"	"19"	"8"	"23"	"4"	"11"	"18"	"51"	"0"	"2"	"5"	"10"	"8"	"0"	"0"	"5"	"3"	"0"	"1"	"19"	"1"	"10"	"8"	"0"	"0"	"5"	"3"	"0"	"1"	"19"	"1"	"195"	"195"	"6"	"2"	"0"	"203"	"203"	"1"	"0"
"3824"	"4"	"1"	"15"	"1"	"400"	"26"	"11"	"16"	"1"	"6"	"15"	"63"	"3"	"2"	"5"	"8"	"5"	"2"	"0"	"4"	"6"	"0"	"1"	"16"	"6"	"1"	"0"	"5"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"7"	"4"	"0"	"226"	"226"	"1"	"0"
"3825"	"4"	"1"	"15"	"1"	"396"	"18"	"12"	"23"	"1"	"10"	"15"	"50"	"6"	"6"	"3"	"9"	"6"	"0"	"2"	"5"	"4"	"0"	"3"	"27"	"0"	"0"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"15"	"3"	"0"	"227"	"227"	"1"	"0"
"3826"	"4"	"1"	"15"	"1"	"400"	"20"	"14"	"29"	"1"	"6"	"12"	"58"	"2"	"2"	"1"	"5"	"9"	"2"	"1"	"7"	"5"	"1"	"3"	"17"	"0"	"1"	"0"	"4"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"19"	"2"	"0"	"233"	"233"	"1"	"0"
"3827"	"4"	"1"	"15"	"2"	"400"	"22"	"10"	"20"	"4"	"7"	"15"	"57"	"2"	"2"	"2"	"9"	"2"	"2"	"0"	"4"	"4"	"0"	"0"	"22"	"3"	"1"	"0"	"5"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"10"	"1"	"186"	"214"	"214"	"1"	"0"
