"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"UNE"	"VALOR"	"UNIONISTA"	"FCN_NACION"	"VIVA"	"PPT"	"UCN"	"CONVERGENCIA"	"EG"	"CREO"	"SEMILLA"	"FUERZA"	"PC"	"PODEMOS"	"BIEN"	"LIBRE"	"URNG_MAIZ"	"VICTORIA"	"UNIDOS"	"PHG"	"PAN"	"AVANZA"	"MLP"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"1939"	"3"	"1"	"2"	"2"	"380"	"16"	"10"	"7"	"8"	"11"	"20"	"2"	"9"	"3"	"4"	"1"	"3"	"15"	"19"	"3"	"22"	"1"	"2"	"1"	"3"	"4"	"1"	"12"	"11"	"6"	"6"	"0"	"0"	"0"	"0"	"200"	"200"	"24"	"16"	"0"	"240"	"240"	"1"	"0"
"1940"	"3"	"1"	"2"	"2"	"377"	"24"	"11"	"8"	"9"	"21"	"24"	"4"	"13"	"3"	"1"	"0"	"3"	"13"	"12"	"5"	"26"	"2"	"5"	"3"	"5"	"5"	"0"	"20"	"5"	"0"	"7"	"0"	"0"	"0"	"0"	"229"	"229"	"12"	"6"	"0"	"247"	"247"	"1"	"0"
"1941"	"3"	"1"	"2"	"1"	"380"	"22"	"10"	"11"	"19"	"12"	"24"	"2"	"19"	"1"	"8"	"3"	"6"	"10"	"15"	"3"	"20"	"0"	"6"	"2"	"2"	"5"	"0"	"15"	"13"	"0"	"2"	"0"	"0"	"0"	"0"	"264"	"230"	"22"	"12"	"0"	"298"	"264"	"0"	"0"
"1942"	"3"	"1"	"2"	"1"	"380"	"30"	"6"	"8"	"13"	"18"	"21"	"4"	"16"	"5"	"4"	"1"	"5"	"14"	"11"	"5"	"17"	"2"	"6"	"4"	"5"	"4"	"1"	"11"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"220"	"220"	"27"	"11"	"2"	"258"	"258"	"1"	"0"
"1943"	"3"	"1"	"2"	"2"	"380"	"23"	"15"	"10"	"15"	"13"	"28"	"0"	"12"	"5"	"3"	"3"	"3"	"14"	"8"	"1"	"20"	"1"	"3"	"2"	"6"	"7"	"1"	"26"	"13"	"2"	"1"	"0"	"0"	"0"	"0"	"235"	"235"	"21"	"10"	"1"	"266"	"266"	"1"	"0"
"1944"	"3"	"1"	"2"	"2"	"380"	"22"	"8"	"3"	"21"	"17"	"22"	"2"	"17"	"2"	"4"	"1"	"0"	"8"	"10"	"2"	"31"	"1"	"6"	"1"	"6"	"4"	"0"	"16"	"9"	"1"	"2"	"0"	"0"	"0"	"0"	"216"	"216"	"21"	"17"	"0"	"254"	"254"	"1"	"0"
"1945"	"3"	"1"	"2"	"2"	"380"	"21"	"10"	"5"	"25"	"13"	"30"	"2"	"21"	"3"	"4"	"1"	"3"	"7"	"6"	"4"	"28"	"0"	"3"	"1"	"9"	"6"	"0"	"8"	"8"	"4"	"7"	"0"	"0"	"0"	"0"	"229"	"229"	"19"	"8"	"0"	"256"	"256"	"1"	"0"
"1946"	"3"	"1"	"2"	"1"	"615"	"18"	"7"	"6"	"14"	"13"	"31"	"2"	"12"	"4"	"4"	"2"	"1"	"9"	"16"	"7"	"22"	"0"	"4"	"3"	"2"	"3"	"1"	"10"	"12"	"2"	"2"	"0"	"0"	"0"	"0"	"207"	"207"	"19"	"9"	"2"	"235"	"235"	"1"	"0"
"1947"	"3"	"1"	"2"	"2"	"379"	"22"	"10"	"5"	"12"	"15"	"22"	"2"	"14"	"4"	"4"	"2"	"3"	"16"	"6"	"2"	"22"	"2"	"6"	"3"	"8"	"5"	"0"	"13"	"7"	"0"	"7"	"0"	"0"	"0"	"0"	"212"	"212"	"15"	"11"	"0"	"238"	"238"	"1"	"0"
"1948"	"3"	"1"	"2"	"2"	"380"	"12"	"6"	"7"	"11"	"16"	"32"	"1"	"15"	"3"	"4"	"0"	"0"	"4"	"10"	"6"	"21"	"2"	"3"	"4"	"5"	"3"	"1"	"9"	"16"	"2"	"3"	"0"	"0"	"0"	"0"	"196"	"196"	"15"	"9"	"0"	"220"	"220"	"1"	"0"
"1949"	"3"	"1"	"2"	"2"	"380"	"15"	"11"	"7"	"10"	"26"	"19"	"1"	"6"	"2"	"5"	"3"	"2"	"17"	"12"	"7"	"16"	"2"	"1"	"2"	"3"	"5"	"1"	"13"	"10"	"4"	"2"	"0"	"0"	"0"	"0"	"202"	"202"	"26"	"7"	"0"	"235"	"235"	"1"	"0"
"1950"	"3"	"1"	"2"	"2"	"381"	"15"	"5"	"9"	"12"	"21"	"27"	"2"	"16"	"3"	"2"	"3"	"3"	"9"	"19"	"2"	"22"	"2"	"2"	"2"	"5"	"3"	"2"	"16"	"9"	"1"	"8"	"0"	"0"	"0"	"0"	"220"	"220"	"23"	"4"	"0"	"247"	"247"	"1"	"0"
"1951"	"3"	"1"	"2"	"2"	"380"	"13"	"9"	"18"	"10"	"21"	"26"	"7"	"10"	"4"	"1"	"1"	"2"	"5"	"17"	"3"	"25"	"2"	"3"	"4"	"4"	"4"	"0"	"26"	"9"	"1"	"10"	"0"	"0"	"0"	"0"	"257"	"235"	"17"	"5"	"0"	"257"	"257"	"0"	"0"
"1952"	"3"	"1"	"2"	"2"	"297"	"18"	"8"	"9"	"4"	"14"	"23"	"2"	"10"	"3"	"1"	"1"	"4"	"6"	"11"	"4"	"35"	"3"	"7"	"0"	"2"	"5"	"1"	"18"	"8"	"3"	"4"	"0"	"0"	"0"	"0"	"204"	"204"	"14"	"2"	"0"	"220"	"220"	"1"	"0"
"1953"	"3"	"1"	"2"	"2"	"297"	"16"	"6"	"1"	"8"	"21"	"21"	"2"	"6"	"2"	"2"	"1"	"0"	"6"	"6"	"3"	"21"	"1"	"3"	"1"	"1"	"0"	"1"	"17"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"13"	"2"	"1"	"172"	"172"	"1"	"0"
"1954"	"3"	"1"	"2"	"2"	"380"	"13"	"8"	"6"	"10"	"11"	"28"	"2"	"9"	"3"	"4"	"3"	"4"	"4"	"10"	"2"	"19"	"1"	"6"	"1"	"1"	"3"	"5"	"17"	"12"	"4"	"7"	"0"	"0"	"0"	"0"	"193"	"193"	"31"	"11"	"0"	"235"	"235"	"1"	"0"
"1955"	"3"	"1"	"2"	"2"	"380"	"18"	"7"	"5"	"9"	"16"	"18"	"1"	"7"	"1"	"7"	"1"	"2"	"13"	"12"	"2"	"28"	"2"	"2"	"1"	"3"	"3"	"1"	"15"	"10"	"5"	"9"	"0"	"0"	"0"	"0"	"198"	"198"	"33"	"11"	"0"	"242"	"242"	"1"	"0"
"1956"	"3"	"1"	"2"	"2"	"381"	"16"	"9"	"2"	"15"	"29"	"23"	"3"	"10"	"1"	"5"	"2"	"9"	"7"	"12"	"0"	"23"	"1"	"4"	"1"	"10"	"1"	"0"	"16"	"9"	"1"	"6"	"0"	"0"	"0"	"0"	"215"	"215"	"20"	"5"	"0"	"240"	"240"	"1"	"0"
"1957"	"3"	"1"	"2"	"2"	"380"	"18"	"11"	"5"	"13"	"23"	"18"	"4"	"8"	"2"	"3"	"1"	"5"	"11"	"16"	"2"	"20"	"1"	"0"	"2"	"9"	"2"	"0"	"19"	"7"	"5"	"11"	"0"	"0"	"0"	"0"	"216"	"216"	"25"	"8"	"0"	"249"	"249"	"1"	"0"
"1958"	"3"	"1"	"2"	"2"	"380"	"23"	"12"	"9"	"7"	"23"	"30"	"5"	"6"	"2"	"3"	"2"	"7"	"10"	"10"	"0"	"15"	"1"	"5"	"2"	"6"	"3"	"1"	"16"	"11"	"3"	"11"	"0"	"0"	"0"	"0"	"224"	"223"	"29"	"7"	"0"	"260"	"259"	"0"	"0"
"1959"	"3"	"1"	"2"	"2"	"380"	"24"	"3"	"6"	"9"	"16"	"23"	"3"	"10"	"0"	"5"	"1"	"5"	"11"	"15"	"4"	"25"	"0"	"9"	"0"	"6"	"3"	"0"	"15"	"7"	"4"	"9"	"0"	"0"	"0"	"0"	"213"	"213"	"26"	"4"	"0"	"243"	"243"	"1"	"0"
"1960"	"3"	"1"	"2"	"2"	"380"	"21"	"7"	"4"	"13"	"16"	"12"	"4"	"7"	"2"	"4"	"1"	"1"	"13"	"23"	"2"	"20"	"1"	"2"	"2"	"11"	"1"	"0"	"15"	"4"	"1"	"6"	"0"	"0"	"0"	"0"	"193"	"193"	"25"	"9"	"0"	"227"	"227"	"1"	"0"
"1961"	"3"	"1"	"2"	"2"	"380"	"24"	"9"	"3"	"17"	"13"	"23"	"4"	"13"	"2"	"3"	"1"	"8"	"11"	"13"	"2"	"15"	"2"	"1"	"0"	"8"	"1"	"0"	"17"	"6"	"7"	"5"	"0"	"0"	"0"	"0"	"208"	"208"	"22"	"11"	"0"	"241"	"241"	"1"	"0"
"1962"	"3"	"1"	"2"	"2"	"390"	"14"	"6"	"3"	"9"	"21"	"22"	"2"	"10"	"1"	"5"	"3"	"3"	"10"	"18"	"1"	"23"	"0"	"4"	"1"	"11"	"4"	"0"	"13"	"9"	"1"	"4"	"0"	"0"	"0"	"0"	"198"	"198"	"31"	"14"	"0"	"243"	"243"	"1"	"0"
"1963"	"3"	"1"	"2"	"2"	"380"	"14"	"8"	"13"	"18"	"14"	"20"	"5"	"7"	"1"	"4"	"0"	"1"	"13"	"12"	"5"	"22"	"2"	"3"	"0"	"2"	"3"	"0"	"14"	"6"	"3"	"9"	"0"	"0"	"0"	"0"	"199"	"199"	"28"	"8"	"0"	"235"	"235"	"1"	"0"
"1964"	"3"	"1"	"2"	"2"	"380"	"14"	"5"	"6"	"9"	"15"	"25"	"2"	"11"	"0"	"3"	"1"	"2"	"9"	"12"	"3"	"17"	"0"	"0"	"2"	"6"	"6"	"0"	"17"	"11"	"1"	"8"	"0"	"0"	"0"	"0"	"185"	"185"	"38"	"8"	"0"	"231"	"231"	"1"	"1"
"1965"	"3"	"1"	"2"	"2"	"380"	"22"	"6"	"3"	"8"	"18"	"27"	"2"	"11"	"2"	"4"	"0"	"5"	"14"	"14"	"3"	"20"	"1"	"3"	"0"	"6"	"3"	"0"	"20"	"9"	"2"	"11"	"0"	"0"	"0"	"0"	"214"	"214"	"32"	"10"	"0"	"256"	"256"	"1"	"0"
"1966"	"3"	"1"	"2"	"2"	"380"	"19"	"2"	"4"	"8"	"12"	"29"	"1"	"8"	"2"	"2"	"2"	"2"	"5"	"15"	"1"	"15"	"0"	"3"	"0"	"8"	"5"	"0"	"14"	"16"	"3"	"9"	"0"	"0"	"0"	"0"	"185"	"185"	"19"	"16"	"0"	"220"	"220"	"1"	"0"
"1967"	"3"	"1"	"2"	"2"	"380"	"24"	"9"	"4"	"8"	"20"	"20"	"2"	"5"	"1"	"3"	"1"	"3"	"8"	"23"	"1"	"21"	"1"	"4"	"0"	"3"	"2"	"0"	"17"	"9"	"2"	"9"	"0"	"0"	"0"	"0"	"200"	"200"	"22"	"13"	"0"	"235"	"235"	"1"	"0"
"1968"	"3"	"1"	"2"	"2"	"380"	"17"	"6"	"9"	"7"	"16"	"22"	"1"	"4"	"0"	"7"	"1"	"2"	"13"	"14"	"1"	"13"	"0"	"1"	"0"	"5"	"4"	"0"	"13"	"10"	"1"	"4"	"0"	"0"	"0"	"0"	"171"	"171"	"21"	"7"	"0"	"199"	"199"	"1"	"0"
"1969"	"3"	"1"	"2"	"2"	"338"	"17"	"4"	"7"	"3"	"19"	"17"	"2"	"4"	"1"	"5"	"1"	"1"	"7"	"16"	"0"	"23"	"1"	"3"	"1"	"3"	"2"	"0"	"24"	"4"	"2"	"10"	"0"	"0"	"0"	"0"	"177"	"177"	"25"	"8"	"0"	"210"	"210"	"1"	"0"
"1970"	"3"	"1"	"2"	"2"	"337"	"15"	"1"	"5"	"9"	"18"	"26"	"3"	"6"	"0"	"4"	"2"	"4"	"11"	"17"	"4"	"19"	"2"	"1"	"0"	"0"	"1"	"0"	"22"	"7"	"1"	"9"	"0"	"0"	"0"	"0"	"187"	"187"	"15"	"8"	"0"	"210"	"210"	"1"	"0"
"1971"	"3"	"1"	"2"	"2"	"380"	"17"	"8"	"1"	"2"	"28"	"35"	"7"	"17"	"4"	"1"	"1"	"10"	"69"	"22"	"0"	"21"	"1"	"4"	"0"	"1"	"1"	"2"	"25"	"5"	"2"	"3"	"0"	"0"	"0"	"0"	"287"	"287"	"15"	"3"	"1"	"306"	"305"	"0"	"0"
"1972"	"3"	"1"	"2"	"2"	"380"	"20"	"4"	"2"	"3"	"29"	"37"	"1"	"9"	"2"	"3"	"0"	"3"	"72"	"25"	"0"	"13"	"4"	"1"	"1"	"0"	"0"	"1"	"27"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"263"	"263"	"10"	"6"	"0"	"279"	"279"	"1"	"0"
"1973"	"3"	"1"	"2"	"2"	"380"	"16"	"4"	"1"	"3"	"25"	"45"	"1"	"20"	"0"	"2"	"2"	"12"	"71"	"19"	"1"	"23"	"0"	"1"	"0"	"3"	"0"	"1"	"15"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"272"	"272"	"16"	"4"	"0"	"292"	"292"	"1"	"0"
"1974"	"3"	"1"	"2"	"2"	"380"	"14"	"7"	"2"	"4"	"37"	"45"	"1"	"22"	"3"	"1"	"0"	"8"	"60"	"28"	"0"	"22"	"3"	"2"	"2"	"4"	"1"	"1"	"17"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"288"	"288"	"19"	"2"	"0"	"309"	"309"	"1"	"0"
"1975"	"3"	"1"	"2"	"2"	"380"	"7"	"2"	"1"	"5"	"24"	"45"	"3"	"17"	"1"	"4"	"1"	"10"	"71"	"23"	"0"	"13"	"2"	"3"	"1"	"2"	"1"	"2"	"7"	"8"	"3"	"3"	"0"	"0"	"0"	"0"	"259"	"259"	"14"	"7"	"0"	"280"	"280"	"1"	"0"
"1976"	"3"	"1"	"2"	"2"	"380"	"10"	"4"	"3"	"0"	"22"	"36"	"0"	"14"	"2"	"2"	"1"	"6"	"81"	"31"	"3"	"16"	"2"	"4"	"1"	"2"	"2"	"0"	"8"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"257"	"257"	"9"	"2"	"0"	"268"	"268"	"1"	"0"
"1977"	"3"	"1"	"2"	"2"	"380"	"15"	"9"	"5"	"0"	"26"	"47"	"2"	"13"	"2"	"0"	"1"	"6"	"71"	"32"	"2"	"8"	"2"	"2"	"0"	"1"	"1"	"2"	"14"	"6"	"4"	"3"	"0"	"0"	"0"	"0"	"274"	"274"	"14"	"4"	"0"	"292"	"292"	"1"	"0"
"1978"	"3"	"1"	"2"	"2"	"379"	"12"	"6"	"2"	"1"	"25"	"32"	"0"	"19"	"2"	"1"	"0"	"10"	"60"	"42"	"2"	"14"	"7"	"1"	"3"	"3"	"3"	"1"	"13"	"8"	"1"	"3"	"0"	"0"	"0"	"0"	"270"	"271"	"13"	"4"	"0"	"287"	"288"	"0"	"0"
"1979"	"3"	"1"	"2"	"2"	"380"	"16"	"2"	"5"	"0"	"14"	"57"	"2"	"20"	"2"	"2"	"1"	"5"	"75"	"36"	"1"	"15"	"1"	"6"	"0"	"0"	"0"	"1"	"20"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"291"	"291"	"13"	"4"	"0"	"308"	"308"	"1"	"0"
"1980"	"3"	"1"	"2"	"2"	"380"	"16"	"3"	"5"	"2"	"28"	"41"	"1"	"21"	"0"	"0"	"2"	"9"	"59"	"34"	"1"	"18"	"4"	"0"	"0"	"1"	"1"	"8"	"6"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"269"	"269"	"13"	"3"	"0"	"285"	"285"	"1"	"0"
"1981"	"3"	"1"	"2"	"2"	"355"	"17"	"2"	"6"	"3"	"21"	"40"	"3"	"18"	"3"	"1"	"2"	"3"	"71"	"29"	"1"	"17"	"0"	"2"	"1"	"0"	"1"	"3"	"9"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"15"	"6"	"0"	"285"	"285"	"1"	"0"
"1982"	"3"	"1"	"2"	"2"	"380"	"16"	"16"	"2"	"3"	"23"	"39"	"2"	"21"	"1"	"1"	"3"	"4"	"64"	"34"	"0"	"18"	"5"	"0"	"1"	"1"	"0"	"2"	"18"	"13"	"0"	"2"	"0"	"0"	"0"	"0"	"278"	"289"	"21"	"5"	"0"	"304"	"315"	"0"	"0"
"1983"	"3"	"1"	"2"	"2"	"380"	"13"	"4"	"3"	"3"	"26"	"48"	"6"	"10"	"1"	"2"	"1"	"2"	"57"	"24"	"2"	"18"	"4"	"2"	"3"	"1"	"1"	"2"	"16"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"254"	"254"	"9"	"3"	"0"	"266"	"266"	"1"	"0"
"1984"	"3"	"1"	"2"	"2"	"380"	"12"	"4"	"3"	"2"	"25"	"36"	"1"	"14"	"2"	"1"	"1"	"7"	"78"	"24"	"1"	"9"	"0"	"2"	"1"	"2"	"0"	"2"	"19"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"255"	"255"	"12"	"1"	"0"	"268"	"268"	"1"	"0"
"1985"	"3"	"1"	"2"	"2"	"294"	"8"	"0"	"3"	"0"	"13"	"35"	"3"	"18"	"1"	"1"	"1"	"6"	"71"	"24"	"2"	"4"	"1"	"0"	"0"	"1"	"0"	"1"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"6"	"0"	"0"	"219"	"219"	"1"	"0"
"1986"	"3"	"1"	"2"	"2"	"294"	"8"	"3"	"5"	"1"	"13"	"25"	"2"	"9"	"0"	"2"	"0"	"3"	"37"	"19"	"2"	"21"	"1"	"3"	"0"	"1"	"1"	"0"	"10"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"169"	"169"	"10"	"7"	"0"	"186"	"186"	"1"	"0"
"1987"	"3"	"1"	"2"	"2"	"380"	"16"	"6"	"8"	"5"	"20"	"30"	"3"	"16"	"1"	"4"	"0"	"10"	"46"	"40"	"2"	"18"	"1"	"4"	"1"	"1"	"2"	"0"	"18"	"8"	"0"	"4"	"0"	"0"	"0"	"0"	"264"	"264"	"23"	"6"	"0"	"293"	"293"	"1"	"0"
"1988"	"3"	"1"	"2"	"2"	"380"	"20"	"3"	"2"	"7"	"35"	"32"	"0"	"18"	"1"	"3"	"2"	"9"	"53"	"41"	"2"	"15"	"0"	"4"	"1"	"1"	"2"	"2"	"16"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"276"	"276"	"14"	"9"	"0"	"299"	"299"	"1"	"0"
"1989"	"3"	"1"	"2"	"2"	"380"	"17"	"8"	"4"	"6"	"28"	"20"	"2"	"19"	"1"	"2"	"0"	"9"	"46"	"26"	"1"	"22"	"1"	"3"	"0"	"2"	"2"	"1"	"13"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"238"	"238"	"29"	"3"	"0"	"270"	"270"	"1"	"0"
"1990"	"3"	"1"	"2"	"2"	"380"	"17"	"8"	"6"	"7"	"18"	"34"	"5"	"13"	"0"	"1"	"1"	"10"	"41"	"52"	"1"	"17"	"5"	"2"	"0"	"5"	"1"	"1"	"8"	"9"	"0"	"4"	"0"	"0"	"0"	"0"	"266"	"266"	"17"	"1"	"0"	"284"	"284"	"1"	"0"
"1991"	"3"	"1"	"2"	"2"	"380"	"22"	"3"	"8"	"5"	"42"	"21"	"2"	"16"	"2"	"3"	"1"	"5"	"48"	"47"	"3"	"9"	"4"	"4"	"2"	"0"	"0"	"3"	"12"	"7"	"2"	"4"	"0"	"0"	"0"	"0"	"275"	"275"	"16"	"7"	"1"	"298"	"298"	"1"	"1"
"1992"	"3"	"1"	"2"	"2"	"380"	"21"	"6"	"6"	"7"	"26"	"28"	"0"	"23"	"0"	"2"	"0"	"8"	"56"	"34"	"1"	"11"	"1"	"2"	"1"	"1"	"1"	"0"	"13"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"257"	"257"	"24"	"9"	"0"	"290"	"290"	"1"	"0"
"1993"	"3"	"1"	"2"	"2"	"377"	"17"	"7"	"3"	"6"	"26"	"26"	"3"	"24"	"1"	"1"	"0"	"8"	"47"	"26"	"2"	"11"	"1"	"0"	"1"	"2"	"1"	"2"	"15"	"11"	"3"	"3"	"0"	"0"	"0"	"0"	"247"	"247"	"9"	"4"	"0"	"260"	"260"	"1"	"0"
"1994"	"3"	"1"	"2"	"2"	"377"	"18"	"6"	"7"	"3"	"33"	"15"	"1"	"13"	"2"	"1"	"0"	"9"	"55"	"34"	"0"	"14"	"4"	"1"	"0"	"2"	"0"	"0"	"15"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"248"	"238"	"10"	"0"	"0"	"258"	"248"	"0"	"0"
"1995"	"3"	"1"	"2"	"2"	"600"	"19"	"7"	"8"	"10"	"12"	"25"	"2"	"20"	"11"	"6"	"1"	"0"	"10"	"16"	"3"	"25"	"1"	"2"	"3"	"9"	"4"	"2"	"15"	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"225"	"225"	"23"	"15"	"0"	"263"	"263"	"1"	"0"
"1996"	"3"	"1"	"2"	"2"	"600"	"29"	"12"	"4"	"13"	"13"	"40"	"8"	"9"	"6"	"3"	"5"	"4"	"25"	"11"	"2"	"34"	"0"	"2"	"1"	"2"	"2"	"3"	"22"	"10"	"3"	"3"	"0"	"0"	"0"	"0"	"266"	"266"	"33"	"8"	"0"	"307"	"307"	"1"	"0"
"1997"	"3"	"1"	"2"	"2"	"598"	"25"	"6"	"7"	"13"	"23"	"30"	"3"	"19"	"11"	"2"	"0"	"5"	"18"	"14"	"2"	"20"	"0"	"6"	"1"	"4"	"1"	"0"	"18"	"10"	"3"	"3"	"0"	"0"	"0"	"0"	"244"	"244"	"19"	"8"	"0"	"271"	"271"	"1"	"0"
"1998"	"3"	"1"	"2"	"2"	"600"	"17"	"8"	"6"	"9"	"22"	"32"	"1"	"19"	"12"	"0"	"1"	"3"	"14"	"21"	"1"	"33"	"2"	"2"	"3"	"5"	"2"	"0"	"16"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"237"	"237"	"32"	"7"	"0"	"276"	"276"	"1"	"0"
"1999"	"3"	"1"	"2"	"2"	"600"	"21"	"8"	"5"	"10"	"25"	"31"	"4"	"13"	"9"	"2"	"0"	"3"	"19"	"0"	"2"	"28"	"1"	"2"	"3"	"9"	"1"	"1"	"9"	"9"	"3"	"5"	"0"	"0"	"0"	"0"	"223"	"223"	"51"	"7"	"0"	"281"	"281"	"1"	"0"
"2000"	"3"	"1"	"2"	"2"	"556"	"20"	"7"	"7"	"4"	"13"	"30"	"2"	"12"	"12"	"3"	"0"	"0"	"25"	"25"	"2"	"15"	"3"	"3"	"3"	"6"	"1"	"0"	"12"	"11"	"3"	"5"	"0"	"0"	"0"	"0"	"224"	"224"	"19"	"4"	"0"	"247"	"247"	"1"	"0"
"2001"	"3"	"1"	"2"	"2"	"558"	"11"	"5"	"3"	"1"	"9"	"18"	"1"	"12"	"5"	"3"	"0"	"1"	"12"	"10"	"0"	"15"	"1"	"2"	"1"	"1"	"0"	"0"	"4"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"120"	"120"	"21"	"8"	"0"	"149"	"149"	"1"	"0"
"2002"	"3"	"1"	"3"	"2"	"400"	"9"	"17"	"6"	"40"	"16"	"2"	"12"	"13"	"1"	"6"	"3"	"5"	"7"	"9"	"9"	"0"	"1"	"39"	"2"	"2"	"18"	"0"	"9"	"9"	"0"	"4"	"0"	"0"	"0"	"0"	"239"	"239"	"31"	"9"	"0"	"279"	"279"	"1"	"0"
"2003"	"3"	"1"	"3"	"2"	"397"	"11"	"14"	"7"	"33"	"17"	"2"	"17"	"4"	"0"	"5"	"0"	"6"	"6"	"14"	"4"	"0"	"1"	"47"	"1"	"6"	"20"	"1"	"3"	"8"	"0"	"4"	"0"	"0"	"0"	"0"	"231"	"231"	"31"	"12"	"0"	"274"	"274"	"1"	"0"
"2004"	"3"	"1"	"3"	"2"	"400"	"12"	"9"	"7"	"31"	"12"	"4"	"10"	"12"	"1"	"6"	"0"	"5"	"13"	"10"	"9"	"1"	"1"	"17"	"4"	"4"	"15"	"0"	"9"	"7"	"1"	"5"	"0"	"0"	"0"	"0"	"205"	"205"	"23"	"20"	"0"	"248"	"248"	"1"	"0"
"2005"	"3"	"1"	"3"	"2"	"403"	"13"	"14"	"7"	"25"	"14"	"2"	"17"	"10"	"1"	"11"	"0"	"3"	"7"	"14"	"3"	"0"	"1"	"39"	"1"	"6"	"18"	"0"	"7"	"6"	"0"	"3"	"0"	"0"	"0"	"0"	"222"	"222"	"37"	"21"	"0"	"280"	"280"	"1"	"0"
"2006"	"3"	"1"	"3"	"2"	"380"	"18"	"9"	"3"	"35"	"16"	"1"	"15"	"7"	"0"	"13"	"1"	"4"	"8"	"10"	"8"	"1"	"2"	"46"	"2"	"5"	"7"	"0"	"7"	"9"	"0"	"3"	"0"	"0"	"0"	"0"	"230"	"230"	"31"	"18"	"0"	"279"	"279"	"1"	"0"
"2007"	"3"	"1"	"3"	"2"	"400"	"14"	"12"	"5"	"26"	"20"	"6"	"13"	"8"	"3"	"10"	"1"	"2"	"9"	"11"	"2"	"3"	"1"	"39"	"0"	"4"	"17"	"1"	"6"	"11"	"1"	"6"	"0"	"0"	"0"	"0"	"231"	"231"	"28"	"20"	"0"	"279"	"279"	"1"	"0"
"2008"	"3"	"1"	"3"	"2"	"400"	"13"	"4"	"8"	"26"	"12"	"8"	"12"	"13"	"0"	"6"	"2"	"6"	"7"	"12"	"6"	"1"	"1"	"34"	"3"	"2"	"14"	"1"	"15"	"12"	"0"	"6"	"0"	"0"	"0"	"0"	"224"	"224"	"28"	"19"	"0"	"271"	"271"	"1"	"0"
"2009"	"3"	"1"	"3"	"2"	"400"	"25"	"17"	"5"	"25"	"20"	"7"	"13"	"15"	"1"	"9"	"1"	"2"	"9"	"15"	"6"	"2"	"3"	"32"	"0"	"3"	"13"	"1"	"9"	"7"	"1"	"8"	"0"	"0"	"0"	"0"	"249"	"249"	"44"	"18"	"1"	"311"	"311"	"1"	"0"
"2010"	"3"	"1"	"3"	"2"	"409"	"15"	"18"	"3"	"29"	"19"	"8"	"14"	"10"	"2"	"8"	"1"	"4"	"11"	"17"	"6"	"1"	"0"	"29"	"0"	"6"	"15"	"1"	"9"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"22"	"14"	"0"	"277"	"277"	"1"	"0"
"2011"	"3"	"1"	"3"	"2"	"400"	"19"	"21"	"2"	"41"	"19"	"3"	"17"	"7"	"3"	"4"	"1"	"4"	"8"	"9"	"11"	"0"	"3"	"35"	"1"	"9"	"15"	"0"	"12"	"10"	"0"	"3"	"0"	"0"	"0"	"0"	"257"	"257"	"25"	"19"	"0"	"301"	"301"	"1"	"0"
"2012"	"3"	"1"	"3"	"2"	"400"	"16"	"18"	"4"	"35"	"15"	"3"	"10"	"14"	"1"	"6"	"2"	"2"	"10"	"19"	"8"	"2"	"1"	"37"	"2"	"4"	"13"	"2"	"13"	"13"	"1"	"4"	"0"	"0"	"0"	"0"	"255"	"255"	"33"	"14"	"0"	"302"	"302"	"1"	"0"
"2013"	"3"	"1"	"3"	"2"	"400"	"12"	"10"	"7"	"26"	"14"	"3"	"15"	"6"	"3"	"14"	"0"	"4"	"9"	"23"	"7"	"0"	"0"	"39"	"2"	"6"	"17"	"0"	"11"	"9"	"0"	"6"	"0"	"0"	"0"	"0"	"243"	"243"	"33"	"15"	"0"	"291"	"291"	"1"	"0"
