"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"TODOS"	"WINAQ"	"VAMOS"	"UNIONISTA"	"PAN"	"CONVERGENCIA"	"UNIDOS"	"VICTORIA"	"VALOR"	"VIVA"	"FUERZA"	"UCN"	"EG"	"PHG"	"AVANZA"	"PC"	"CREO"	"MLP"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"5075"	"3"	"2"	"13"	"2"	"400"	"22"	"23"	"2"	"10"	"55"	"5"	"2"	"1"	"5"	"5"	"4"	"3"	"6"	"0"	"7"	"5"	"4"	"29"	"4"	"3"	"4"	"3"	"6"	"0"	"7"	"5"	"4"	"29"	"4"	"3"	"199"	"199"	"23"	"33"	"0"	"255"	"255"	"1"	"0"
"5076"	"3"	"2"	"13"	"2"	"400"	"28"	"18"	"1"	"25"	"68"	"12"	"4"	"2"	"2"	"6"	"5"	"2"	"2"	"5"	"7"	"1"	"3"	"23"	"9"	"2"	"5"	"2"	"2"	"5"	"7"	"1"	"3"	"23"	"9"	"2"	"232"	"232"	"25"	"28"	"0"	"285"	"285"	"1"	"0"
"5077"	"3"	"2"	"13"	"2"	"400"	"27"	"16"	"2"	"16"	"61"	"7"	"1"	"0"	"3"	"4"	"3"	"3"	"3"	"0"	"7"	"1"	"4"	"33"	"9"	"4"	"3"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"33"	"32"	"0"	"280"	"280"	"1"	"0"
"5078"	"3"	"2"	"13"	"2"	"400"	"34"	"10"	"5"	"19"	"45"	"5"	"2"	"1"	"2"	"1"	"5"	"2"	"2"	"3"	"8"	"1"	"4"	"30"	"5"	"3"	"4"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"38"	"28"	"0"	"262"	"262"	"1"	"0"
"5079"	"3"	"2"	"13"	"2"	"400"	"33"	"12"	"3"	"10"	"76"	"5"	"2"	"0"	"1"	"2"	"2"	"0"	"3"	"2"	"6"	"0"	"5"	"38"	"3"	"3"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"28"	"42"	"0"	"284"	"284"	"1"	"0"
"5080"	"3"	"2"	"13"	"2"	"400"	"33"	"7"	"6"	"13"	"71"	"6"	"3"	"0"	"3"	"4"	"6"	"2"	"3"	"1"	"4"	"1"	"2"	"42"	"4"	"1"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"28"	"30"	"0"	"280"	"280"	"1"	"0"
"5081"	"3"	"2"	"13"	"2"	"400"	"30"	"12"	"5"	"10"	"45"	"12"	"4"	"0"	"8"	"4"	"1"	"4"	"2"	"1"	"5"	"2"	"5"	"30"	"2"	"2"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"26"	"33"	"0"	"252"	"252"	"1"	"0"
"5082"	"3"	"2"	"13"	"2"	"400"	"28"	"16"	"3"	"12"	"57"	"6"	"1"	"3"	"5"	"8"	"3"	"2"	"2"	"3"	"5"	"1"	"8"	"33"	"5"	"0"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"23"	"26"	"0"	"264"	"264"	"1"	"0"
"5083"	"3"	"2"	"13"	"2"	"400"	"24"	"12"	"4"	"16"	"43"	"7"	"0"	"1"	"3"	"3"	"7"	"4"	"3"	"3"	"6"	"2"	"3"	"33"	"6"	"1"	"7"	"4"	"3"	"3"	"6"	"2"	"3"	"33"	"6"	"1"	"197"	"197"	"14"	"38"	"0"	"249"	"249"	"1"	"0"
"5084"	"3"	"2"	"13"	"2"	"400"	"29"	"9"	"4"	"11"	"48"	"1"	"2"	"1"	"4"	"0"	"3"	"3"	"1"	"4"	"6"	"3"	"4"	"38"	"6"	"2"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"35"	"27"	"0"	"251"	"251"	"1"	"0"
"5085"	"3"	"2"	"13"	"2"	"400"	"25"	"21"	"8"	"11"	"60"	"3"	"1"	"1"	"7"	"6"	"6"	"5"	"0"	"2"	"6"	"1"	"6"	"18"	"11"	"3"	"2"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"32"	"28"	"0"	"276"	"276"	"1"	"0"
"5086"	"3"	"2"	"13"	"2"	"400"	"21"	"5"	"5"	"10"	"59"	"7"	"1"	"2"	"2"	"4"	"1"	"5"	"2"	"2"	"5"	"1"	"5"	"39"	"2"	"0"	"7"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"29"	"29"	"0"	"256"	"256"	"1"	"0"
"5087"	"3"	"2"	"13"	"2"	"400"	"33"	"20"	"2"	"16"	"73"	"6"	"0"	"0"	"0"	"2"	"1"	"3"	"2"	"0"	"3"	"2"	"4"	"31"	"5"	"0"	"1"	"3"	"2"	"0"	"3"	"2"	"4"	"31"	"5"	"0"	"212"	"212"	"19"	"31"	"0"	"262"	"262"	"1"	"0"
"5088"	"3"	"2"	"13"	"2"	"368"	"28"	"29"	"7"	"6"	"62"	"2"	"0"	"0"	"2"	"5"	"2"	"2"	"1"	"2"	"6"	"4"	"10"	"32"	"4"	"0"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"28"	"18"	"0"	"257"	"257"	"1"	"0"
"5089"	"3"	"2"	"13"	"2"	"367"	"14"	"18"	"14"	"20"	"63"	"1"	"3"	"0"	"5"	"7"	"2"	"1"	"1"	"0"	"12"	"0"	"5"	"31"	"6"	"0"	"5"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"22"	"24"	"0"	"266"	"266"	"1"	"0"
"5090"	"3"	"2"	"13"	"2"	"328"	"5"	"2"	"3"	"8"	"25"	"2"	"1"	"0"	"2"	"2"	"1"	"4"	"1"	"1"	"1"	"1"	"0"	"9"	"2"	"2"	"1"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"81"	"81"	"21"	"16"	"0"	"118"	"118"	"1"	"0"
"5091"	"3"	"2"	"13"	"2"	"328"	"9"	"3"	"3"	"2"	"20"	"7"	"1"	"0"	"3"	"2"	"0"	"2"	"2"	"1"	"3"	"1"	"0"	"13"	"2"	"2"	"5"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"85"	"85"	"14"	"10"	"0"	"109"	"109"	"1"	"0"
"5092"	"3"	"2"	"14"	"2"	"400"	"12"	"45"	"8"	"11"	"10"	"11"	"1"	"34"	"4"	"6"	"6"	"22"	"1"	"1"	"7"	"2"	"22"	"21"	"9"	"2"	"6"	"22"	"1"	"1"	"7"	"2"	"22"	"21"	"9"	"2"	"245"	"245"	"25"	"24"	"0"	"294"	"294"	"1"	"0"
"5093"	"3"	"2"	"14"	"2"	"400"	"15"	"50"	"1"	"11"	"8"	"7"	"0"	"23"	"2"	"5"	"4"	"24"	"0"	"1"	"3"	"2"	"23"	"22"	"9"	"2"	"4"	"24"	"0"	"1"	"3"	"2"	"23"	"22"	"9"	"2"	"217"	"217"	"23"	"30"	"0"	"270"	"270"	"1"	"0"
"5094"	"3"	"2"	"14"	"2"	"400"	"14"	"41"	"7"	"8"	"11"	"3"	"2"	"27"	"5"	"10"	"6"	"24"	"1"	"3"	"6"	"1"	"17"	"25"	"4"	"0"	"1"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"24"	"29"	"0"	"279"	"279"	"1"	"0"
"5095"	"3"	"2"	"14"	"2"	"401"	"15"	"47"	"3"	"7"	"14"	"5"	"2"	"46"	"7"	"10"	"9"	"16"	"2"	"1"	"7"	"1"	"28"	"17"	"6"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"26"	"37"	"0"	"312"	"312"	"1"	"0"
"5096"	"3"	"2"	"14"	"2"	"400"	"15"	"42"	"5"	"15"	"7"	"5"	"0"	"29"	"1"	"10"	"11"	"22"	"5"	"0"	"3"	"1"	"22"	"24"	"11"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"29"	"49"	"0"	"314"	"314"	"1"	"0"
"5097"	"3"	"2"	"14"	"2"	"400"	"17"	"40"	"5"	"16"	"4"	"9"	"0"	"30"	"5"	"6"	"4"	"11"	"4"	"0"	"7"	"3"	"32"	"20"	"5"	"0"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"21"	"51"	"0"	"298"	"298"	"1"	"0"
"5098"	"3"	"2"	"14"	"2"	"400"	"5"	"49"	"1"	"15"	"8"	"9"	"1"	"27"	"5"	"10"	"8"	"19"	"3"	"1"	"7"	"2"	"37"	"26"	"6"	"1"	"8"	"19"	"3"	"1"	"7"	"2"	"37"	"26"	"6"	"1"	"248"	"248"	"34"	"46"	"0"	"328"	"328"	"1"	"0"
"5099"	"3"	"2"	"14"	"2"	"400"	"13"	"49"	"4"	"8"	"7"	"3"	"1"	"40"	"11"	"9"	"6"	"19"	"5"	"2"	"7"	"0"	"24"	"16"	"6"	"3"	"6"	"19"	"5"	"2"	"7"	"0"	"24"	"16"	"6"	"3"	"239"	"239"	"27"	"38"	"0"	"304"	"304"	"1"	"0"
"5100"	"3"	"2"	"14"	"2"	"400"	"18"	"43"	"1"	"10"	"8"	"8"	"3"	"45"	"3"	"10"	"5"	"20"	"3"	"2"	"7"	"0"	"24"	"21"	"4"	"1"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"25"	"39"	"0"	"313"	"313"	"1"	"0"
"5101"	"3"	"2"	"14"	"2"	"400"	"14"	"49"	"1"	"12"	"9"	"5"	"2"	"35"	"2"	"6"	"6"	"18"	"5"	"1"	"7"	"1"	"24"	"24"	"7"	"2"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"19"	"45"	"0"	"301"	"301"	"1"	"0"
"5102"	"3"	"2"	"14"	"2"	"400"	"18"	"45"	"5"	"12"	"6"	"9"	"0"	"21"	"5"	"11"	"13"	"22"	"3"	"5"	"3"	"0"	"28"	"25"	"5"	"4"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"24"	"37"	"0"	"306"	"306"	"1"	"0"
"5103"	"3"	"2"	"14"	"2"	"400"	"20"	"54"	"4"	"11"	"9"	"4"	"2"	"40"	"3"	"4"	"12"	"21"	"1"	"0"	"7"	"1"	"32"	"22"	"9"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"23"	"27"	"0"	"312"	"312"	"1"	"1"
"5104"	"3"	"2"	"14"	"2"	"400"	"25"	"48"	"6"	"13"	"8"	"10"	"2"	"28"	"1"	"6"	"10"	"22"	"2"	"2"	"8"	"1"	"38"	"12"	"9"	"1"	"10"	"22"	"2"	"2"	"8"	"1"	"38"	"12"	"9"	"1"	"259"	"259"	"21"	"24"	"0"	"304"	"304"	"1"	"0"
"5105"	"3"	"2"	"14"	"2"	"400"	"15"	"45"	"16"	"8"	"8"	"6"	"1"	"38"	"7"	"5"	"8"	"18"	"2"	"0"	"17"	"3"	"19"	"21"	"10"	"3"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"20"	"19"	"0"	"300"	"300"	"1"	"0"
"5106"	"3"	"2"	"14"	"2"	"400"	"11"	"34"	"9"	"15"	"9"	"4"	"2"	"33"	"3"	"12"	"9"	"21"	"1"	"1"	"6"	"2"	"27"	"25"	"4"	"1"	"3"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"35"	"16"	"0"	"295"	"295"	"1"	"0"
"5107"	"3"	"2"	"14"	"2"	"400"	"12"	"38"	"6"	"14"	"10"	"3"	"2"	"32"	"1"	"5"	"8"	"13"	"1"	"0"	"10"	"4"	"27"	"22"	"6"	"4"	"8"	"13"	"1"	"0"	"10"	"4"	"27"	"22"	"6"	"4"	"230"	"230"	"21"	"24"	"0"	"275"	"275"	"1"	"0"
"5108"	"3"	"2"	"14"	"2"	"400"	"11"	"43"	"7"	"21"	"4"	"6"	"0"	"19"	"1"	"7"	"15"	"20"	"0"	"1"	"12"	"0"	"23"	"35"	"1"	"3"	"15"	"20"	"0"	"1"	"12"	"0"	"23"	"35"	"1"	"3"	"244"	"244"	"17"	"27"	"0"	"288"	"288"	"1"	"0"
"5109"	"3"	"2"	"14"	"2"	"400"	"12"	"40"	"5"	"9"	"6"	"9"	"2"	"32"	"4"	"10"	"5"	"17"	"2"	"3"	"10"	"3"	"23"	"17"	"4"	"3"	"1"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"25"	"22"	"0"	"276"	"276"	"1"	"0"
"5110"	"3"	"2"	"14"	"2"	"400"	"14"	"44"	"7"	"10"	"17"	"9"	"2"	"25"	"5"	"8"	"7"	"15"	"2"	"0"	"6"	"1"	"19"	"29"	"7"	"1"	"7"	"15"	"2"	"0"	"6"	"1"	"19"	"29"	"7"	"1"	"244"	"244"	"22"	"33"	"0"	"299"	"299"	"1"	"0"
"5111"	"3"	"2"	"14"	"2"	"400"	"17"	"49"	"3"	"11"	"14"	"4"	"2"	"32"	"0"	"4"	"6"	"14"	"0"	"4"	"5"	"1"	"30"	"16"	"5"	"5"	"3"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"28"	"24"	"0"	"283"	"283"	"1"	"0"
"5112"	"3"	"2"	"14"	"2"	"400"	"10"	"39"	"2"	"13"	"1"	"4"	"0"	"32"	"3"	"5"	"6"	"11"	"2"	"3"	"5"	"2"	"29"	"30"	"8"	"5"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"22"	"43"	"0"	"283"	"283"	"1"	"0"
"5113"	"3"	"2"	"14"	"2"	"400"	"8"	"48"	"8"	"10"	"12"	"6"	"1"	"26"	"1"	"7"	"5"	"12"	"1"	"2"	"5"	"1"	"27"	"21"	"3"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"33"	"28"	"0"	"274"	"274"	"1"	"0"
"5114"	"3"	"2"	"14"	"2"	"400"	"8"	"35"	"7"	"8"	"9"	"4"	"1"	"22"	"0"	"4"	"7"	"19"	"1"	"0"	"13"	"1"	"28"	"16"	"1"	"1"	"6"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"17"	"31"	"0"	"246"	"246"	"1"	"0"
"5115"	"3"	"2"	"14"	"2"	"400"	"8"	"41"	"10"	"14"	"9"	"3"	"2"	"24"	"3"	"4"	"10"	"19"	"4"	"3"	"13"	"1"	"29"	"20"	"4"	"4"	"0"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"16"	"19"	"1"	"275"	"275"	"1"	"0"
"5116"	"3"	"2"	"14"	"2"	"400"	"7"	"40"	"3"	"15"	"8"	"1"	"2"	"29"	"3"	"8"	"9"	"18"	"3"	"2"	"21"	"2"	"43"	"29"	"5"	"3"	"1"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"30"	"10"	"0"	"302"	"302"	"1"	"0"
"5117"	"3"	"2"	"14"	"2"	"221"	"7"	"32"	"2"	"9"	"3"	"1"	"1"	"20"	"3"	"3"	"8"	"14"	"0"	"0"	"0"	"5"	"20"	"21"	"5"	"0"	"8"	"14"	"0"	"0"	"0"	"5"	"20"	"21"	"5"	"0"	"157"	"157"	"5"	"13"	"0"	"175"	"175"	"1"	"0"
"5118"	"3"	"2"	"14"	"2"	"220"	"7"	"26"	"4"	"8"	"2"	"2"	"1"	"15"	"1"	"1"	"7"	"10"	"1"	"0"	"2"	"0"	"18"	"11"	"5"	"0"	"7"	"10"	"1"	"0"	"2"	"0"	"18"	"11"	"5"	"0"	"126"	"126"	"13"	"13"	"0"	"152"	"152"	"1"	"0"
"5119"	"3"	"2"	"14"	"2"	"600"	"7"	"48"	"9"	"7"	"8"	"11"	"2"	"30"	"7"	"9"	"11"	"16"	"5"	"3"	"8"	"2"	"20"	"17"	"7"	"5"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"35"	"41"	"1"	"315"	"315"	"1"	"0"
"5120"	"3"	"2"	"14"	"2"	"415"	"8"	"45"	"5"	"4"	"9"	"5"	"0"	"22"	"3"	"7"	"6"	"10"	"2"	"0"	"5"	"0"	"10"	"15"	"2"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"15"	"24"	"0"	"202"	"202"	"1"	"0"
"5121"	"3"	"2"	"14"	"2"	"417"	"9"	"21"	"4"	"5"	"8"	"3"	"1"	"19"	"6"	"5"	"3"	"8"	"2"	"2"	"5"	"2"	"12"	"18"	"2"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"16"	"18"	"0"	"173"	"173"	"1"	"0"
"5122"	"3"	"2"	"15"	"2"	"400"	"9"	"38"	"15"	"11"	"35"	"7"	"0"	"1"	"2"	"4"	"10"	"10"	"4"	"5"	"3"	"1"	"44"	"6"	"19"	"1"	"6"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"28"	"49"	"0"	"320"	"320"	"1"	"0"
"5123"	"3"	"2"	"15"	"2"	"400"	"7"	"32"	"24"	"20"	"19"	"5"	"2"	"0"	"7"	"5"	"6"	"10"	"0"	"4"	"3"	"3"	"52"	"6"	"22"	"3"	"6"	"10"	"0"	"4"	"3"	"3"	"52"	"6"	"22"	"3"	"266"	"266"	"23"	"43"	"0"	"332"	"332"	"1"	"0"
"5124"	"3"	"2"	"15"	"2"	"400"	"10"	"43"	"32"	"18"	"32"	"4"	"1"	"1"	"3"	"2"	"6"	"4"	"0"	"2"	"1"	"3"	"55"	"7"	"19"	"1"	"6"	"4"	"0"	"2"	"1"	"3"	"55"	"7"	"19"	"1"	"275"	"275"	"22"	"43"	"0"	"340"	"340"	"1"	"0"
"5125"	"3"	"2"	"15"	"2"	"400"	"9"	"41"	"20"	"7"	"28"	"4"	"5"	"0"	"4"	"2"	"6"	"8"	"1"	"0"	"8"	"3"	"64"	"1"	"16"	"2"	"10"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"31"	"50"	"0"	"337"	"337"	"1"	"0"
"5126"	"3"	"2"	"15"	"2"	"400"	"8"	"40"	"21"	"13"	"33"	"6"	"4"	"3"	"2"	"0"	"9"	"8"	"1"	"2"	"2"	"8"	"63"	"5"	"12"	"2"	"9"	"8"	"1"	"2"	"2"	"8"	"63"	"5"	"12"	"2"	"267"	"267"	"26"	"41"	"0"	"334"	"334"	"1"	"0"
"5127"	"3"	"2"	"15"	"2"	"400"	"11"	"42"	"35"	"10"	"28"	"6"	"1"	"1"	"5"	"3"	"8"	"7"	"2"	"6"	"2"	"3"	"41"	"7"	"23"	"5"	"8"	"7"	"2"	"6"	"2"	"3"	"41"	"7"	"23"	"5"	"278"	"278"	"26"	"36"	"0"	"340"	"340"	"1"	"1"
"5128"	"3"	"2"	"15"	"2"	"400"	"6"	"35"	"23"	"13"	"37"	"4"	"2"	"1"	"3"	"10"	"7"	"7"	"5"	"7"	"3"	"1"	"45"	"8"	"23"	"2"	"7"	"7"	"5"	"7"	"3"	"1"	"45"	"8"	"23"	"2"	"275"	"275"	"30"	"43"	"0"	"348"	"348"	"1"	"0"
"5129"	"3"	"2"	"15"	"2"	"399"	"8"	"30"	"23"	"22"	"34"	"2"	"2"	"0"	"0"	"7"	"7"	"10"	"1"	"2"	"9"	"3"	"51"	"5"	"20"	"2"	"7"	"10"	"1"	"2"	"9"	"3"	"51"	"5"	"20"	"2"	"268"	"268"	"29"	"27"	"0"	"324"	"324"	"1"	"0"
"5130"	"3"	"2"	"15"	"2"	"400"	"5"	"28"	"29"	"8"	"25"	"3"	"1"	"0"	"1"	"8"	"3"	"10"	"0"	"1"	"7"	"3"	"53"	"4"	"22"	"1"	"3"	"10"	"0"	"1"	"7"	"3"	"53"	"4"	"22"	"1"	"236"	"236"	"27"	"33"	"0"	"296"	"296"	"1"	"0"
"5131"	"3"	"2"	"15"	"2"	"400"	"10"	"26"	"24"	"17"	"20"	"5"	"4"	"2"	"2"	"3"	"6"	"9"	"1"	"2"	"6"	"0"	"46"	"10"	"25"	"1"	"10"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"23"	"37"	"0"	"306"	"306"	"1"	"0"
"5132"	"3"	"2"	"15"	"2"	"400"	"7"	"37"	"24"	"12"	"17"	"2"	"2"	"0"	"1"	"2"	"9"	"8"	"1"	"4"	"10"	"0"	"52"	"5"	"34"	"0"	"3"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"36"	"27"	"0"	"319"	"319"	"1"	"1"
"5133"	"3"	"2"	"15"	"2"	"400"	"7"	"43"	"20"	"14"	"27"	"5"	"1"	"0"	"7"	"6"	"4"	"5"	"1"	"1"	"5"	"1"	"58"	"2"	"26"	"2"	"4"	"5"	"1"	"1"	"5"	"1"	"58"	"2"	"26"	"2"	"255"	"255"	"23"	"36"	"0"	"314"	"314"	"1"	"0"
"5134"	"3"	"2"	"15"	"2"	"400"	"6"	"43"	"23"	"15"	"34"	"6"	"0"	"4"	"1"	"1"	"5"	"5"	"0"	"1"	"5"	"1"	"66"	"6"	"13"	"1"	"5"	"5"	"0"	"1"	"5"	"1"	"66"	"6"	"13"	"1"	"257"	"257"	"17"	"52"	"0"	"326"	"326"	"1"	"0"
"5135"	"3"	"2"	"15"	"2"	"400"	"7"	"34"	"34"	"14"	"25"	"1"	"0"	"1"	"2"	"3"	"5"	"5"	"1"	"0"	"5"	"2"	"68"	"6"	"10"	"2"	"5"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"31"	"42"	"0"	"325"	"325"	"1"	"0"
"5136"	"3"	"2"	"15"	"2"	"400"	"10"	"34"	"38"	"15"	"41"	"5"	"2"	"2"	"2"	"3"	"8"	"10"	"3"	"1"	"12"	"0"	"53"	"7"	"19"	"1"	"2"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"27"	"19"	"0"	"334"	"334"	"1"	"0"
"5137"	"3"	"2"	"15"	"2"	"267"	"10"	"25"	"22"	"11"	"20"	"2"	"2"	"0"	"2"	"1"	"2"	"6"	"1"	"2"	"6"	"2"	"56"	"4"	"17"	"0"	"6"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"22"	"13"	"0"	"241"	"241"	"1"	"0"
"5138"	"3"	"2"	"15"	"2"	"266"	"8"	"30"	"20"	"8"	"19"	"0"	"1"	"0"	"1"	"2"	"4"	"6"	"0"	"1"	"8"	"5"	"38"	"1"	"14"	"0"	"4"	"6"	"0"	"1"	"8"	"5"	"38"	"1"	"14"	"0"	"183"	"183"	"14"	"12"	"0"	"209"	"209"	"1"	"0"
"5139"	"3"	"2"	"15"	"2"	"294"	"1"	"14"	"9"	"6"	"15"	"2"	"2"	"0"	"1"	"0"	"3"	"5"	"0"	"1"	"3"	"2"	"11"	"1"	"10"	"1"	"3"	"5"	"0"	"1"	"3"	"2"	"11"	"1"	"10"	"1"	"107"	"107"	"15"	"23"	"0"	"145"	"145"	"1"	"0"
"5140"	"3"	"2"	"16"	"2"	"400"	"53"	"90"	"24"	"10"	"12"	"9"	"0"	"1"	"3"	"2"	"13"	"5"	"2"	"4"	"7"	"2"	"11"	"4"	"15"	"1"	"13"	"5"	"2"	"4"	"7"	"2"	"11"	"4"	"15"	"1"	"281"	"281"	"19"	"57"	"0"	"357"	"357"	"1"	"0"
"5141"	"3"	"2"	"16"	"2"	"400"	"61"	"81"	"18"	"9"	"5"	"2"	"1"	"0"	"4"	"3"	"7"	"6"	"3"	"3"	"9"	"5"	"9"	"3"	"13"	"1"	"7"	"6"	"3"	"3"	"9"	"5"	"9"	"3"	"13"	"1"	"257"	"257"	"25"	"72"	"0"	"354"	"354"	"1"	"0"
"5142"	"3"	"2"	"16"	"2"	"400"	"68"	"78"	"12"	"5"	"4"	"3"	"2"	"2"	"3"	"8"	"13"	"2"	"0"	"1"	"6"	"1"	"8"	"7"	"26"	"3"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"29"	"57"	"0"	"351"	"351"	"1"	"0"
"5143"	"3"	"2"	"16"	"2"	"400"	"47"	"86"	"21"	"10"	"6"	"7"	"2"	"1"	"4"	"7"	"13"	"2"	"4"	"4"	"5"	"1"	"10"	"8"	"18"	"3"	"4"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"18"	"50"	"0"	"342"	"342"	"1"	"0"
"5144"	"3"	"2"	"16"	"2"	"400"	"43"	"78"	"16"	"16"	"11"	"9"	"4"	"0"	"7"	"4"	"9"	"4"	"5"	"3"	"7"	"1"	"8"	"8"	"16"	"4"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"26"	"40"	"0"	"333"	"333"	"1"	"0"
"5145"	"3"	"2"	"16"	"2"	"400"	"66"	"78"	"15"	"7"	"6"	"7"	"2"	"0"	"3"	"2"	"18"	"5"	"2"	"3"	"6"	"4"	"7"	"3"	"12"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"27"	"66"	"0"	"347"	"347"	"1"	"0"
"5146"	"3"	"2"	"16"	"2"	"366"	"43"	"95"	"18"	"14"	"8"	"10"	"0"	"2"	"3"	"5"	"5"	"4"	"0"	"2"	"7"	"6"	"10"	"7"	"16"	"0"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"18"	"43"	"0"	"324"	"324"	"1"	"0"
"5147"	"3"	"2"	"16"	"2"	"365"	"40"	"83"	"21"	"10"	"13"	"4"	"0"	"1"	"4"	"1"	"7"	"3"	"4"	"1"	"10"	"1"	"13"	"4"	"21"	"1"	"7"	"3"	"4"	"1"	"10"	"1"	"13"	"4"	"21"	"1"	"261"	"261"	"25"	"38"	"0"	"324"	"324"	"1"	"0"
