"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"WINAQ"	"FUERZA"	"VAMOS"	"VALOR"	"PPT"	"PC"	"TODOS"	"PHG"	"FDA"	"VIVA"	"URNG_MAIZ"	"PODEMOS"	"PAN"	"UNIONISTA"	"SEMILLA"	"BIEN"	"UCN"	"FCN_NACION"	"LIBRE"	"UNE"	"AVANZA"	"UNIDOS"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"9268"	"4"	"9"	"1"	"2"	"384"	"6"	"5"	"5"	"3"	"3"	"0"	"1"	"2"	"50"	"12"	"1"	"7"	"0"	"4"	"1"	"3"	"2"	"4"	"1"	"3"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"6"	"3"	"0"	"130"	"130"	"1"	"0"
"9269"	"4"	"9"	"1"	"2"	"380"	"0"	"7"	"0"	"6"	"1"	"1"	"2"	"2"	"54"	"11"	"0"	"0"	"3"	"4"	"3"	"0"	"1"	"10"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"7"	"14"	"0"	"134"	"134"	"1"	"0"
"9270"	"4"	"9"	"1"	"2"	"312"	"2"	"4"	"2"	"1"	"3"	"0"	"5"	"1"	"40"	"16"	"1"	"2"	"1"	"2"	"3"	"3"	"0"	"5"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"98"	"98"	"4"	"3"	"0"	"105"	"105"	"1"	"0"
"9271"	"4"	"9"	"1"	"2"	"311"	"6"	"6"	"1"	"4"	"2"	"0"	"0"	"1"	"40"	"15"	"1"	"2"	"0"	"7"	"2"	"2"	"2"	"4"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"100"	"4"	"1"	"1"	"105"	"105"	"1"	"1"
"9272"	"4"	"9"	"1"	"2"	"380"	"6"	"2"	"7"	"10"	"3"	"1"	"9"	"2"	"92"	"0"	"6"	"3"	"4"	"8"	"4"	"1"	"1"	"3"	"10"	"1"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"17"	"3"	"0"	"201"	"201"	"1"	"0"
"9273"	"4"	"9"	"1"	"2"	"380"	"4"	"3"	"2"	"19"	"12"	"2"	"4"	"1"	"92"	"3"	"7"	"3"	"3"	"6"	"0"	"2"	"3"	"6"	"3"	"3"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"19"	"6"	"0"	"219"	"219"	"1"	"0"
"9274"	"4"	"9"	"1"	"2"	"380"	"9"	"9"	"4"	"21"	"6"	"0"	"2"	"0"	"96"	"0"	"3"	"7"	"3"	"7"	"1"	"2"	"3"	"7"	"3"	"5"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"18"	"9"	"2"	"228"	"228"	"1"	"0"
"9275"	"4"	"9"	"1"	"2"	"380"	"4"	"11"	"7"	"10"	"5"	"2"	"10"	"4"	"85"	"1"	"6"	"6"	"2"	"9"	"2"	"2"	"2"	"10"	"8"	"0"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"10"	"10"	"0"	"219"	"219"	"1"	"0"
"9276"	"4"	"9"	"1"	"2"	"380"	"5"	"6"	"5"	"18"	"5"	"2"	"4"	"2"	"94"	"0"	"3"	"8"	"6"	"4"	"2"	"3"	"5"	"13"	"9"	"3"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"16"	"4"	"1"	"228"	"228"	"1"	"0"
"9277"	"4"	"9"	"1"	"2"	"320"	"4"	"6"	"9"	"14"	"10"	"0"	"5"	"1"	"90"	"0"	"3"	"2"	"1"	"6"	"0"	"1"	"3"	"12"	"2"	"1"	"4"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"7"	"5"	"0"	"194"	"194"	"1"	"0"
"9278"	"4"	"9"	"1"	"2"	"320"	"4"	"5"	"10"	"17"	"8"	"2"	"10"	"4"	"89"	"1"	"1"	"3"	"7"	"5"	"0"	"1"	"2"	"8"	"4"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"12"	"3"	"0"	"199"	"199"	"1"	"0"
"9279"	"4"	"9"	"1"	"2"	"382"	"4"	"5"	"1"	"6"	"11"	"1"	"2"	"0"	"84"	"12"	"5"	"9"	"3"	"3"	"8"	"2"	"2"	"6"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"13"	"7"	"0"	"189"	"189"	"1"	"0"
"9280"	"4"	"9"	"1"	"2"	"380"	"10"	"7"	"2"	"2"	"6"	"0"	"1"	"2"	"82"	"13"	"7"	"3"	"0"	"6"	"2"	"3"	"0"	"8"	"1"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"10"	"3"	"0"	"174"	"174"	"1"	"0"
"9281"	"4"	"9"	"1"	"2"	"380"	"5"	"7"	"4"	"5"	"8"	"1"	"0"	"4"	"58"	"19"	"2"	"5"	"1"	"6"	"2"	"1"	"0"	"14"	"1"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"11"	"4"	"0"	"169"	"169"	"1"	"0"
"9282"	"4"	"9"	"1"	"2"	"384"	"7"	"8"	"7"	"2"	"12"	"0"	"6"	"0"	"50"	"12"	"3"	"3"	"1"	"3"	"2"	"1"	"0"	"8"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"5"	"3"	"0"	"138"	"138"	"1"	"0"
"9283"	"4"	"9"	"1"	"2"	"380"	"9"	"3"	"1"	"0"	"11"	"0"	"2"	"0"	"77"	"12"	"6"	"4"	"2"	"3"	"4"	"1"	"1"	"5"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"11"	"8"	"0"	"165"	"165"	"1"	"0"
"9284"	"4"	"9"	"1"	"2"	"352"	"8"	"4"	"4"	"5"	"14"	"0"	"2"	"2"	"45"	"12"	"0"	"1"	"0"	"10"	"0"	"0"	"1"	"13"	"2"	"1"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"6"	"5"	"0"	"143"	"143"	"1"	"0"
"9285"	"4"	"9"	"1"	"2"	"352"	"4"	"6"	"2"	"4"	"9"	"1"	"3"	"1"	"60"	"20"	"5"	"1"	"2"	"5"	"1"	"2"	"1"	"10"	"3"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"4"	"1"	"0"	"151"	"151"	"1"	"0"
"9286"	"4"	"9"	"1"	"2"	"602"	"18"	"13"	"28"	"12"	"13"	"4"	"24"	"0"	"65"	"11"	"12"	"4"	"1"	"7"	"4"	"11"	"7"	"15"	"2"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"20"	"6"	"0"	"292"	"292"	"1"	"0"
"9287"	"4"	"9"	"1"	"2"	"600"	"14"	"17"	"21"	"17"	"26"	"3"	"6"	"1"	"79"	"5"	"13"	"2"	"6"	"7"	"5"	"3"	"3"	"13"	"2"	"3"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"18"	"1"	"0"	"270"	"270"	"1"	"0"
"9288"	"4"	"9"	"1"	"2"	"600"	"15"	"15"	"18"	"15"	"20"	"1"	"10"	"4"	"46"	"8"	"10"	"4"	"4"	"15"	"1"	"6"	"3"	"9"	"4"	"8"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"13"	"6"	"0"	"240"	"240"	"1"	"0"
"9289"	"4"	"9"	"1"	"2"	"601"	"17"	"21"	"20"	"16"	"11"	"3"	"12"	"2"	"52"	"5"	"9"	"10"	"7"	"14"	"3"	"3"	"5"	"13"	"4"	"4"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"17"	"3"	"0"	"257"	"257"	"1"	"0"
"9290"	"4"	"9"	"1"	"2"	"600"	"11"	"16"	"25"	"18"	"16"	"0"	"9"	"1"	"72"	"4"	"11"	"5"	"9"	"9"	"2"	"5"	"5"	"16"	"3"	"1"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"10"	"5"	"0"	"261"	"261"	"1"	"0"
"9291"	"4"	"9"	"1"	"2"	"600"	"12"	"15"	"24"	"14"	"15"	"0"	"9"	"4"	"66"	"5"	"16"	"3"	"4"	"10"	"1"	"4"	"4"	"18"	"5"	"3"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"11"	"1"	"0"	"250"	"250"	"1"	"0"
"9292"	"4"	"9"	"1"	"2"	"600"	"15"	"13"	"25"	"3"	"17"	"1"	"5"	"0"	"73"	"5"	"8"	"0"	"3"	"9"	"2"	"13"	"6"	"12"	"3"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"18"	"6"	"0"	"244"	"244"	"1"	"0"
"9293"	"4"	"9"	"1"	"2"	"600"	"15"	"15"	"28"	"10"	"19"	"1"	"14"	"1"	"53"	"6"	"8"	"2"	"5"	"10"	"3"	"6"	"4"	"11"	"3"	"3"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"17"	"2"	"0"	"244"	"244"	"1"	"0"
"9294"	"4"	"9"	"1"	"2"	"600"	"19"	"17"	"17"	"13"	"16"	"3"	"12"	"5"	"61"	"10"	"9"	"6"	"5"	"9"	"1"	"8"	"8"	"8"	"0"	"0"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"18"	"3"	"0"	"256"	"256"	"1"	"0"
"9295"	"4"	"9"	"1"	"2"	"600"	"22"	"9"	"36"	"14"	"10"	"4"	"9"	"3"	"45"	"10"	"12"	"4"	"5"	"11"	"2"	"8"	"4"	"10"	"1"	"4"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"15"	"3"	"0"	"252"	"252"	"1"	"0"
"9296"	"4"	"9"	"1"	"2"	"600"	"18"	"26"	"27"	"12"	"21"	"3"	"11"	"3"	"62"	"8"	"12"	"3"	"6"	"11"	"1"	"15"	"6"	"15"	"5"	"2"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"15"	"2"	"0"	"291"	"291"	"1"	"0"
"9297"	"4"	"9"	"1"	"2"	"600"	"15"	"6"	"35"	"9"	"16"	"0"	"8"	"3"	"49"	"8"	"14"	"5"	"5"	"15"	"0"	"16"	"7"	"15"	"1"	"4"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"11"	"0"	"0"	"258"	"252"	"0"	"0"
"9298"	"4"	"9"	"1"	"2"	"600"	"20"	"22"	"36"	"10"	"14"	"2"	"14"	"0"	"52"	"12"	"14"	"5"	"5"	"13"	"3"	"10"	"5"	"17"	"3"	"7"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"19"	"2"	"0"	"292"	"292"	"1"	"0"
"9299"	"4"	"9"	"1"	"2"	"600"	"25"	"21"	"28"	"14"	"24"	"2"	"11"	"2"	"66"	"13"	"20"	"6"	"9"	"13"	"0"	"15"	"6"	"12"	"2"	"4"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"303"	"303"	"16"	"0"	"0"	"319"	"319"	"1"	"0"
"9300"	"4"	"9"	"1"	"2"	"600"	"25"	"21"	"34"	"12"	"17"	"4"	"10"	"5"	"64"	"9"	"10"	"7"	"7"	"13"	"2"	"16"	"4"	"10"	"4"	"5"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"285"	"285"	"9"	"2"	"0"	"296"	"296"	"1"	"0"
"9301"	"4"	"9"	"1"	"2"	"600"	"22"	"16"	"38"	"9"	"22"	"2"	"12"	"1"	"56"	"11"	"20"	"7"	"14"	"9"	"4"	"17"	"6"	"10"	"4"	"6"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	"295"	"15"	"6"	"0"	"316"	"316"	"1"	"0"
"9302"	"4"	"9"	"1"	"2"	"0"	"27"	"18"	"35"	"12"	"19"	"3"	"19"	"1"	"52"	"11"	"23"	"2"	"8"	"18"	"1"	"17"	"9"	"14"	"2"	"7"	"5"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"308"	"308"	"25"	"2"	"0"	"335"	"335"	"1"	"0"
"9303"	"4"	"9"	"1"	"2"	"600"	"17"	"15"	"32"	"20"	"18"	"3"	"19"	"1"	"70"	"7"	"16"	"7"	"13"	"13"	"3"	"22"	"3"	"24"	"2"	"6"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"317"	"317"	"21"	"3"	"0"	"341"	"341"	"1"	"0"
"9304"	"4"	"9"	"1"	"2"	"600"	"18"	"20"	"28"	"18"	"23"	"3"	"14"	"3"	"52"	"8"	"14"	"5"	"7"	"9"	"3"	"5"	"2"	"12"	"0"	"9"	"2"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"18"	"1"	"0"	"284"	"284"	"1"	"0"
"9305"	"4"	"9"	"1"	"2"	"601"	"18"	"17"	"34"	"13"	"17"	"1"	"16"	"1"	"58"	"6"	"10"	"4"	"2"	"10"	"0"	"10"	"6"	"11"	"3"	"4"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"23"	"5"	"0"	"278"	"278"	"1"	"0"
"9306"	"4"	"9"	"1"	"2"	"602"	"22"	"13"	"33"	"8"	"19"	"1"	"12"	"1"	"47"	"10"	"18"	"3"	"8"	"6"	"2"	"11"	"4"	"3"	"1"	"6"	"1"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"12"	"1"	"0"	"250"	"250"	"1"	"0"
"9307"	"4"	"9"	"1"	"2"	"600"	"10"	"15"	"17"	"9"	"15"	"1"	"13"	"1"	"53"	"10"	"15"	"6"	"3"	"10"	"4"	"11"	"2"	"7"	"2"	"3"	"3"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"10"	"1"	"0"	"228"	"228"	"1"	"0"
"9308"	"4"	"9"	"1"	"2"	"600"	"14"	"11"	"21"	"6"	"16"	"2"	"9"	"1"	"58"	"9"	"1"	"5"	"3"	"7"	"1"	"10"	"2"	"10"	"0"	"1"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"19"	"1"	"0"	"214"	"214"	"1"	"0"
"9309"	"4"	"9"	"1"	"2"	"597"	"15"	"11"	"25"	"15"	"16"	"1"	"6"	"1"	"38"	"10"	"9"	"2"	"8"	"8"	"0"	"9"	"7"	"12"	"2"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"13"	"5"	"1"	"221"	"221"	"1"	"0"
"9310"	"4"	"9"	"1"	"2"	"602"	"12"	"7"	"24"	"11"	"16"	"1"	"4"	"1"	"26"	"6"	"8"	"2"	"4"	"9"	"0"	"4"	"0"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"11"	"3"	"0"	"156"	"156"	"1"	"0"
"9311"	"4"	"9"	"1"	"2"	"569"	"2"	"5"	"12"	"4"	"3"	"0"	"0"	"0"	"24"	"2"	"4"	"0"	"3"	"4"	"1"	"0"	"0"	"4"	"1"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"74"	"74"	"3"	"2"	"0"	"79"	"79"	"1"	"0"
"9312"	"4"	"9"	"1"	"2"	"571"	"2"	"1"	"7"	"3"	"3"	"1"	"3"	"1"	"5"	"2"	"1"	"1"	"1"	"2"	"1"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"40"	"40"	"2"	"1"	"0"	"43"	"43"	"1"	"0"
