"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"EG"	"WINAQ"	"URNG_MAIZ"	"FUERZA"	"FCN_NACION"	"MLP"	"PHG"	"VALOR"	"PODEMOS"	"UNE"	"UNIDOS"	"CREO"	"VIVA"	"SEMILLA"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"PPT"	"BIEN"	"PC"	"UCN"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11398"	"3"	"11"	"9"	"2"	"380"	"4"	"5"	"0"	"20"	"1"	"3"	"12"	"65"	"0"	"36"	"1"	"56"	"2"	"1"	"7"	"5"	"1"	"1"	"0"	"1"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"15"	"26"	"0"	"268"	"268"	"1"	"0"
"11399"	"3"	"11"	"9"	"2"	"400"	"6"	"5"	"0"	"4"	"3"	"5"	"14"	"73"	"1"	"34"	"1"	"70"	"1"	"5"	"1"	"1"	"3"	"0"	"1"	"2"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"16"	"40"	"0"	"291"	"291"	"1"	"0"
"11400"	"3"	"11"	"9"	"2"	"380"	"1"	"8"	"0"	"8"	"5"	"3"	"10"	"83"	"1"	"47"	"3"	"72"	"0"	"3"	"4"	"5"	"1"	"3"	"0"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"7"	"19"	"0"	"289"	"289"	"1"	"0"
"11401"	"3"	"11"	"9"	"2"	"380"	"5"	"6"	"1"	"16"	"4"	"3"	"13"	"77"	"3"	"40"	"3"	"64"	"1"	"4"	"2"	"7"	"1"	"1"	"2"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"40"	"0"	"0"	"297"	"297"	"1"	"0"
"11402"	"3"	"11"	"9"	"2"	"380"	"2"	"8"	"1"	"7"	"4"	"7"	"9"	"71"	"2"	"39"	"3"	"74"	"4"	"1"	"5"	"6"	"0"	"3"	"0"	"2"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"14"	"29"	"0"	"299"	"299"	"1"	"0"
"11403"	"3"	"11"	"9"	"2"	"380"	"2"	"3"	"0"	"10"	"2"	"11"	"7"	"58"	"4"	"27"	"2"	"43"	"2"	"2"	"1"	"6"	"1"	"3"	"0"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"10"	"14"	"0"	"214"	"214"	"1"	"0"
"11404"	"3"	"11"	"9"	"2"	"380"	"2"	"6"	"0"	"9"	"3"	"5"	"11"	"60"	"2"	"45"	"0"	"48"	"1"	"2"	"1"	"4"	"1"	"3"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"10"	"15"	"0"	"233"	"233"	"1"	"0"
"11405"	"3"	"11"	"9"	"2"	"380"	"5"	"6"	"1"	"3"	"1"	"3"	"5"	"74"	"1"	"42"	"2"	"63"	"2"	"3"	"0"	"4"	"0"	"4"	"0"	"3"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"14"	"29"	"0"	"270"	"270"	"1"	"0"
"11406"	"3"	"11"	"9"	"2"	"380"	"4"	"6"	"1"	"17"	"1"	"5"	"3"	"57"	"5"	"46"	"2"	"53"	"3"	"0"	"1"	"2"	"1"	"3"	"0"	"1"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"9"	"32"	"0"	"260"	"260"	"1"	"0"
"11407"	"3"	"11"	"9"	"2"	"380"	"3"	"7"	"1"	"11"	"2"	"6"	"3"	"55"	"1"	"35"	"2"	"52"	"2"	"5"	"5"	"4"	"0"	"1"	"0"	"2"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"12"	"21"	"0"	"237"	"237"	"1"	"0"
"11408"	"3"	"11"	"9"	"2"	"255"	"3"	"8"	"2"	"11"	"0"	"3"	"8"	"49"	"1"	"40"	"0"	"32"	"1"	"3"	"1"	"4"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"7"	"4"	"0"	"183"	"183"	"1"	"0"
"11409"	"3"	"11"	"9"	"2"	"254"	"5"	"4"	"1"	"6"	"3"	"5"	"1"	"41"	"0"	"33"	"0"	"32"	"0"	"1"	"2"	"4"	"0"	"2"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"2"	"7"	"0"	"154"	"154"	"1"	"0"
"11410"	"3"	"11"	"9"	"2"	"379"	"3"	"3"	"1"	"4"	"1"	"4"	"2"	"36"	"4"	"37"	"0"	"85"	"9"	"4"	"2"	"5"	"1"	"3"	"0"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"15"	"32"	"0"	"261"	"261"	"1"	"0"
"11411"	"3"	"11"	"9"	"2"	"380"	"3"	"5"	"3"	"7"	"2"	"4"	"1"	"35"	"3"	"41"	"0"	"89"	"8"	"4"	"2"	"6"	"0"	"1"	"1"	"0"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"20"	"39"	"0"	"283"	"283"	"1"	"0"
"11412"	"3"	"11"	"9"	"2"	"379"	"2"	"2"	"0"	"10"	"3"	"9"	"4"	"41"	"2"	"38"	"4"	"87"	"8"	"1"	"3"	"2"	"1"	"6"	"0"	"1"	"1"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"11"	"31"	"0"	"280"	"280"	"1"	"0"
"11413"	"3"	"11"	"9"	"2"	"380"	"3"	"3"	"1"	"7"	"1"	"12"	"3"	"37"	"0"	"32"	"3"	"92"	"8"	"3"	"1"	"1"	"2"	"3"	"0"	"1"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"25"	"47"	"0"	"295"	"295"	"1"	"0"
"11414"	"3"	"11"	"9"	"2"	"380"	"2"	"5"	"0"	"7"	"0"	"9"	"2"	"39"	"2"	"36"	"1"	"71"	"3"	"5"	"3"	"1"	"2"	"2"	"1"	"0"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"16"	"16"	"0"	"234"	"234"	"1"	"0"
"11415"	"3"	"11"	"9"	"2"	"380"	"1"	"8"	"1"	"7"	"4"	"5"	"2"	"47"	"0"	"41"	"1"	"76"	"6"	"3"	"4"	"4"	"1"	"1"	"0"	"0"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"15"	"28"	"0"	"266"	"266"	"1"	"0"
"11416"	"3"	"11"	"9"	"2"	"380"	"3"	"2"	"0"	"12"	"2"	"4"	"3"	"43"	"7"	"36"	"5"	"79"	"5"	"3"	"2"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"13"	"23"	"0"	"257"	"257"	"1"	"0"
"11417"	"3"	"11"	"9"	"2"	"379"	"2"	"8"	"3"	"2"	"1"	"9"	"2"	"34"	"1"	"32"	"0"	"80"	"14"	"4"	"4"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"17"	"22"	"0"	"251"	"251"	"1"	"0"
"11418"	"3"	"11"	"9"	"2"	"329"	"2"	"4"	"1"	"5"	"1"	"11"	"2"	"37"	"9"	"36"	"1"	"58"	"6"	"6"	"7"	"2"	"2"	"3"	"0"	"0"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"10"	"15"	"0"	"224"	"224"	"1"	"0"
"11419"	"3"	"11"	"9"	"2"	"328"	"3"	"2"	"1"	"6"	"0"	"14"	"1"	"40"	"1"	"34"	"1"	"76"	"8"	"1"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"3"	"16"	"0"	"219"	"219"	"1"	"0"
"11420"	"3"	"11"	"9"	"2"	"377"	"1"	"1"	"0"	"3"	"3"	"4"	"5"	"74"	"7"	"26"	"7"	"78"	"3"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"13"	"42"	"0"	"282"	"282"	"1"	"0"
"11421"	"3"	"11"	"9"	"2"	"380"	"1"	"4"	"1"	"3"	"5"	"5"	"9"	"87"	"2"	"23"	"6"	"59"	"9"	"2"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"14"	"46"	"2"	"291"	"291"	"1"	"0"
"11422"	"3"	"11"	"9"	"2"	"380"	"3"	"1"	"2"	"1"	"2"	"4"	"3"	"81"	"2"	"34"	"6"	"78"	"6"	"1"	"0"	"4"	"1"	"3"	"0"	"0"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"5"	"33"	"0"	"278"	"278"	"1"	"0"
"11423"	"3"	"11"	"9"	"2"	"379"	"2"	"6"	"1"	"5"	"0"	"9"	"4"	"60"	"6"	"25"	"7"	"53"	"7"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"3"	"24"	"0"	"220"	"220"	"1"	"0"
"11424"	"3"	"11"	"9"	"2"	"380"	"2"	"3"	"0"	"8"	"0"	"5"	"2"	"66"	"4"	"17"	"4"	"69"	"10"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"12"	"29"	"0"	"244"	"244"	"1"	"0"
"11425"	"3"	"11"	"9"	"2"	"356"	"2"	"2"	"1"	"7"	"1"	"5"	"1"	"51"	"0"	"18"	"4"	"60"	"3"	"1"	"1"	"1"	"1"	"4"	"0"	"0"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"8"	"38"	"0"	"215"	"215"	"1"	"0"
"11426"	"3"	"11"	"9"	"2"	"355"	"3"	"1"	"1"	"5"	"1"	"6"	"2"	"67"	"5"	"27"	"3"	"47"	"4"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"11"	"16"	"0"	"212"	"212"	"1"	"0"
"11427"	"3"	"11"	"9"	"2"	"510"	"5"	"2"	"3"	"4"	"1"	"2"	"2"	"20"	"0"	"22"	"1"	"32"	"1"	"8"	"5"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"14"	"26"	"0"	"156"	"156"	"1"	"0"
"11428"	"3"	"11"	"9"	"2"	"509"	"5"	"5"	"1"	"5"	"0"	"1"	"1"	"11"	"0"	"17"	"2"	"25"	"1"	"4"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"85"	"85"	"4"	"15"	"0"	"104"	"104"	"1"	"0"
