"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"AVANZA"	"UNE"	"VIVA"	"VALOR"	"WINAQ"	"TODOS"	"CREO"	"UCN"	"PAN"	"FCN_NACION"	"UNIDOS"	"VICTORIA"	"BIEN"	"SEMILLA"	"PHG"	"UNIONISTA"	"PC"	"MLP"	"EG"	"FUERZA"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7274"	"3"	"6"	"1"	"2"	"400"	"11"	"2"	"33"	"3"	"4"	"2"	"10"	"21"	"13"	"5"	"12"	"2"	"2"	"1"	"2"	"10"	"6"	"40"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"36"	"8"	"0"	"226"	"226"	"1"	"0"
"7275"	"3"	"6"	"1"	"2"	"400"	"14"	"4"	"41"	"11"	"3"	"0"	"9"	"22"	"16"	"11"	"8"	"2"	"0"	"1"	"4"	"7"	"8"	"66"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"30"	"13"	"0"	"273"	"273"	"1"	"0"
"7276"	"3"	"6"	"1"	"2"	"400"	"9"	"4"	"39"	"3"	"8"	"5"	"6"	"18"	"19"	"11"	"6"	"1"	"1"	"1"	"6"	"14"	"8"	"50"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"29"	"20"	"0"	"262"	"262"	"1"	"1"
"7277"	"3"	"6"	"1"	"2"	"400"	"10"	"2"	"30"	"3"	"3"	"3"	"17"	"22"	"10"	"7"	"8"	"0"	"0"	"2"	"4"	"6"	"17"	"62"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"36"	"21"	"0"	"264"	"264"	"1"	"0"
"7278"	"3"	"6"	"1"	"2"	"401"	"12"	"1"	"44"	"3"	"1"	"4"	"11"	"18"	"6"	"12"	"13"	"1"	"3"	"1"	"11"	"7"	"14"	"44"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"36"	"13"	"0"	"261"	"261"	"1"	"0"
"7279"	"3"	"6"	"1"	"2"	"400"	"8"	"2"	"40"	"5"	"4"	"3"	"14"	"21"	"16"	"7"	"8"	"1"	"2"	"6"	"6"	"7"	"9"	"49"	"3"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"31"	"29"	"0"	"277"	"277"	"1"	"0"
"7280"	"3"	"6"	"1"	"2"	"396"	"9"	"5"	"43"	"6"	"5"	"2"	"9"	"19"	"18"	"6"	"6"	"3"	"3"	"1"	"6"	"4"	"7"	"53"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"32"	"24"	"2"	"265"	"265"	"1"	"0"
"7281"	"3"	"6"	"1"	"2"	"401"	"13"	"1"	"45"	"7"	"2"	"2"	"9"	"17"	"8"	"13"	"5"	"16"	"1"	"1"	"9"	"16"	"17"	"66"	"4"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"15"	"12"	"0"	"283"	"283"	"1"	"0"
"7282"	"3"	"6"	"1"	"2"	"400"	"15"	"3"	"43"	"5"	"8"	"1"	"8"	"21"	"21"	"11"	"13"	"1"	"0"	"0"	"15"	"10"	"12"	"51"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"28"	"17"	"0"	"289"	"289"	"1"	"0"
"7283"	"3"	"6"	"1"	"2"	"400"	"11"	"2"	"45"	"4"	"6"	"0"	"13"	"26"	"14"	"10"	"10"	"3"	"2"	"3"	"8"	"6"	"10"	"41"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"36"	"18"	"0"	"272"	"272"	"1"	"0"
"7284"	"3"	"6"	"1"	"2"	"397"	"10"	"1"	"31"	"9"	"5"	"2"	"13"	"29"	"14"	"9"	"7"	"0"	"1"	"5"	"8"	"9"	"10"	"53"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"43"	"17"	"0"	"281"	"281"	"1"	"0"
"7285"	"3"	"6"	"1"	"2"	"400"	"11"	"0"	"65"	"5"	"6"	"0"	"7"	"17"	"37"	"4"	"22"	"1"	"1"	"1"	"4"	"10"	"9"	"30"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"27"	"30"	"0"	"295"	"295"	"1"	"0"
"7286"	"3"	"6"	"1"	"2"	"400"	"7"	"2"	"69"	"4"	"1"	"1"	"9"	"16"	"41"	"5"	"18"	"3"	"2"	"2"	"8"	"7"	"7"	"41"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"28"	"18"	"0"	"293"	"293"	"1"	"0"
"7287"	"3"	"6"	"1"	"2"	"400"	"10"	"6"	"50"	"5"	"4"	"3"	"7"	"23"	"10"	"4"	"11"	"1"	"1"	"1"	"8"	"12"	"13"	"58"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"22"	"9"	"0"	"262"	"262"	"1"	"0"
"7288"	"3"	"6"	"1"	"2"	"400"	"11"	"3"	"32"	"6"	"3"	"3"	"9"	"17"	"13"	"5"	"9"	"0"	"2"	"1"	"13"	"11"	"11"	"61"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"19"	"9"	"0"	"239"	"239"	"1"	"0"
"7289"	"3"	"6"	"1"	"2"	"400"	"8"	"2"	"30"	"6"	"5"	"1"	"9"	"22"	"18"	"4"	"11"	"1"	"2"	"3"	"9"	"6"	"19"	"33"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"31"	"18"	"0"	"246"	"246"	"1"	"0"
"7290"	"3"	"6"	"1"	"2"	"400"	"8"	"1"	"31"	"7"	"5"	"2"	"12"	"21"	"11"	"1"	"7"	"0"	"1"	"5"	"12"	"6"	"16"	"54"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"20"	"12"	"0"	"236"	"236"	"1"	"0"
"7291"	"3"	"6"	"1"	"2"	"400"	"12"	"5"	"28"	"1"	"8"	"5"	"10"	"23"	"9"	"4"	"8"	"1"	"1"	"1"	"14"	"14"	"6"	"48"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"24"	"14"	"4"	"244"	"244"	"1"	"0"
"7292"	"3"	"6"	"1"	"2"	"400"	"13"	"1"	"31"	"10"	"4"	"7"	"13"	"18"	"19"	"4"	"6"	"0"	"2"	"3"	"8"	"11"	"12"	"42"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"21"	"16"	"3"	"245"	"245"	"1"	"0"
"7293"	"3"	"6"	"1"	"2"	"400"	"13"	"2"	"20"	"4"	"4"	"5"	"10"	"32"	"10"	"9"	"9"	"0"	"2"	"2"	"9"	"9"	"15"	"49"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"36"	"21"	"0"	"266"	"266"	"1"	"0"
"7294"	"3"	"6"	"1"	"2"	"400"	"11"	"0"	"34"	"3"	"3"	"2"	"16"	"29"	"10"	"2"	"7"	"0"	"2"	"2"	"11"	"3"	"16"	"40"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"28"	"19"	"0"	"247"	"247"	"1"	"0"
"7295"	"3"	"6"	"1"	"2"	"400"	"10"	"2"	"27"	"6"	"4"	"8"	"9"	"22"	"9"	"10"	"9"	"2"	"1"	"1"	"6"	"7"	"9"	"57"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"28"	"15"	"0"	"250"	"250"	"1"	"0"
"7296"	"3"	"6"	"1"	"2"	"400"	"4"	"5"	"30"	"5"	"3"	"3"	"12"	"17"	"11"	"4"	"3"	"0"	"1"	"5"	"12"	"7"	"5"	"54"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"21"	"23"	"0"	"233"	"233"	"1"	"0"
"7297"	"3"	"6"	"1"	"2"	"399"	"12"	"0"	"35"	"5"	"0"	"2"	"8"	"27"	"10"	"6"	"10"	"0"	"3"	"1"	"7"	"7"	"11"	"36"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"21"	"10"	"0"	"213"	"213"	"1"	"0"
"7298"	"3"	"6"	"1"	"2"	"400"	"6"	"2"	"38"	"0"	"4"	"1"	"10"	"21"	"13"	"5"	"6"	"1"	"2"	"0"	"6"	"5"	"9"	"44"	"2"	"0"	"6"	"1"	"2"	"0"	"6"	"5"	"9"	"44"	"2"	"0"	"177"	"177"	"27"	"11"	"0"	"215"	"215"	"1"	"0"
"7299"	"3"	"6"	"1"	"2"	"400"	"14"	"3"	"34"	"2"	"4"	"4"	"6"	"10"	"9"	"2"	"9"	"1"	"0"	"4"	"8"	"6"	"8"	"48"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"24"	"12"	"0"	"211"	"211"	"1"	"0"
"7300"	"3"	"6"	"1"	"2"	"400"	"8"	"1"	"26"	"2"	"2"	"5"	"7"	"13"	"13"	"1"	"12"	"0"	"1"	"1"	"2"	"8"	"10"	"52"	"3"	"4"	"12"	"0"	"1"	"1"	"2"	"8"	"10"	"52"	"3"	"4"	"172"	"172"	"22"	"9"	"0"	"203"	"203"	"1"	"0"
"7301"	"3"	"6"	"1"	"2"	"400"	"11"	"0"	"27"	"2"	"2"	"3"	"13"	"14"	"19"	"0"	"12"	"1"	"0"	"1"	"8"	"11"	"13"	"57"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"27"	"6"	"0"	"234"	"234"	"1"	"0"
"7302"	"3"	"6"	"1"	"2"	"387"	"8"	"1"	"33"	"3"	"1"	"3"	"4"	"12"	"9"	"7"	"14"	"0"	"0"	"0"	"5"	"9"	"17"	"64"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"16"	"16"	"0"	"225"	"225"	"1"	"0"
"7303"	"3"	"6"	"1"	"2"	"390"	"6"	"1"	"21"	"3"	"5"	"3"	"7"	"9"	"10"	"2"	"6"	"2"	"0"	"4"	"2"	"6"	"9"	"49"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"19"	"7"	"0"	"179"	"179"	"1"	"0"
"7304"	"3"	"6"	"1"	"2"	"380"	"8"	"3"	"69"	"4"	"3"	"2"	"6"	"6"	"5"	"6"	"17"	"0"	"1"	"1"	"20"	"4"	"2"	"16"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"11"	"19"	"7"	"213"	"206"	"0"	"0"
"7305"	"3"	"6"	"1"	"2"	"377"	"7"	"0"	"89"	"2"	"4"	"1"	"3"	"15"	"5"	"7"	"15"	"0"	"2"	"1"	"8"	"2"	"3"	"13"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"11"	"38"	"3"	"229"	"229"	"1"	"0"
"7306"	"3"	"6"	"1"	"2"	"380"	"5"	"2"	"80"	"5"	"0"	"1"	"7"	"27"	"6"	"4"	"13"	"0"	"1"	"1"	"4"	"7"	"8"	"9"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"13"	"24"	"0"	"219"	"219"	"1"	"0"
"7307"	"3"	"6"	"1"	"2"	"380"	"10"	"0"	"70"	"2"	"1"	"0"	"6"	"17"	"12"	"3"	"16"	"0"	"1"	"2"	"12"	"3"	"4"	"26"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"12"	"39"	"0"	"239"	"239"	"1"	"0"
"7308"	"3"	"6"	"1"	"2"	"380"	"12"	"2"	"78"	"5"	"1"	"1"	"3"	"13"	"5"	"4"	"23"	"0"	"2"	"2"	"12"	"3"	"6"	"20"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"26"	"25"	"0"	"246"	"246"	"1"	"0"
"7309"	"3"	"6"	"1"	"2"	"380"	"14"	"2"	"91"	"2"	"3"	"2"	"2"	"9"	"7"	"9"	"14"	"0"	"2"	"1"	"7"	"4"	"2"	"25"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"17"	"30"	"0"	"247"	"247"	"1"	"0"
"7310"	"3"	"6"	"1"	"2"	"380"	"15"	"1"	"78"	"4"	"1"	"1"	"7"	"13"	"4"	"3"	"12"	"0"	"1"	"2"	"12"	"2"	"8"	"28"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"20"	"36"	"0"	"256"	"256"	"1"	"0"
"7311"	"3"	"6"	"1"	"2"	"380"	"15"	"3"	"92"	"1"	"3"	"3"	"11"	"8"	"5"	"7"	"10"	"0"	"2"	"2"	"12"	"3"	"10"	"26"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"14"	"20"	"0"	"255"	"255"	"1"	"0"
"7312"	"3"	"6"	"1"	"2"	"380"	"8"	"2"	"66"	"4"	"2"	"4"	"10"	"10"	"4"	"8"	"8"	"0"	"0"	"2"	"11"	"11"	"8"	"17"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"5"	"14"	"0"	"200"	"200"	"1"	"0"
"7313"	"3"	"6"	"1"	"2"	"380"	"13"	"0"	"73"	"3"	"3"	"0"	"7"	"14"	"4"	"1"	"7"	"0"	"1"	"2"	"10"	"2"	"6"	"13"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"15"	"18"	"0"	"194"	"194"	"1"	"0"
"7314"	"3"	"6"	"1"	"2"	"379"	"9"	"2"	"68"	"5"	"1"	"0"	"6"	"11"	"4"	"6"	"16"	"1"	"1"	"3"	"7"	"5"	"9"	"21"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"21"	"6"	"0"	"205"	"205"	"1"	"0"
"7315"	"3"	"6"	"1"	"2"	"380"	"5"	"0"	"70"	"4"	"2"	"1"	"5"	"12"	"7"	"1"	"9"	"0"	"2"	"3"	"13"	"5"	"5"	"21"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"15"	"16"	"0"	"201"	"201"	"1"	"0"
"7316"	"3"	"6"	"1"	"2"	"380"	"9"	"1"	"57"	"3"	"1"	"2"	"4"	"9"	"7"	"3"	"8"	"0"	"0"	"0"	"12"	"4"	"4"	"17"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"11"	"17"	"1"	"171"	"171"	"1"	"0"
"7317"	"3"	"6"	"1"	"2"	"337"	"8"	"0"	"50"	"3"	"1"	"0"	"3"	"13"	"8"	"6"	"13"	"0"	"1"	"0"	"11"	"4"	"6"	"27"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"5"	"10"	"0"	"171"	"171"	"1"	"0"
"7318"	"3"	"6"	"1"	"2"	"336"	"7"	"1"	"53"	"2"	"1"	"1"	"6"	"5"	"6"	"1"	"7"	"1"	"0"	"0"	"9"	"6"	"9"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"135"	"5"	"9"	"0"	"148"	"149"	"0"	"0"
"7319"	"3"	"6"	"1"	"2"	"380"	"14"	"1"	"58"	"7"	"6"	"3"	"8"	"8"	"16"	"5"	"11"	"0"	"2"	"0"	"3"	"5"	"23"	"25"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"15"	"19"	"3"	"235"	"235"	"1"	"0"
"7320"	"3"	"6"	"1"	"2"	"380"	"15"	"2"	"57"	"6"	"1"	"1"	"10"	"7"	"18"	"10"	"14"	"0"	"1"	"1"	"6"	"7"	"30"	"18"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"20"	"34"	"0"	"266"	"266"	"1"	"0"
"7321"	"3"	"6"	"1"	"2"	"380"	"7"	"1"	"67"	"3"	"1"	"2"	"11"	"6"	"12"	"9"	"16"	"0"	"3"	"3"	"5"	"6"	"30"	"24"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"22"	"23"	"0"	"254"	"254"	"1"	"0"
"7322"	"3"	"6"	"1"	"2"	"380"	"10"	"0"	"58"	"8"	"1"	"1"	"4"	"7"	"15"	"7"	"18"	"0"	"3"	"2"	"5"	"11"	"25"	"20"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"24"	"12"	"1"	"236"	"236"	"1"	"0"
"7323"	"3"	"6"	"1"	"2"	"318"	"6"	"1"	"42"	"2"	"4"	"2"	"10"	"6"	"5"	"4"	"7"	"0"	"2"	"3"	"3"	"3"	"21"	"20"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"17"	"14"	"0"	"177"	"177"	"1"	"0"
"7324"	"3"	"6"	"1"	"2"	"318"	"7"	"0"	"51"	"3"	"2"	"3"	"6"	"8"	"14"	"2"	"10"	"0"	"1"	"0"	"4"	"14"	"25"	"22"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"9"	"6"	"0"	"192"	"192"	"1"	"0"
"7325"	"3"	"6"	"1"	"2"	"380"	"5"	"2"	"93"	"1"	"2"	"2"	"4"	"13"	"13"	"1"	"7"	"1"	"1"	"5"	"2"	"2"	"2"	"15"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"17"	"27"	"0"	"229"	"229"	"1"	"0"
"7326"	"3"	"6"	"1"	"2"	"380"	"3"	"1"	"108"	"3"	"0"	"2"	"5"	"12"	"9"	"6"	"7"	"0"	"13"	"1"	"3"	"3"	"16"	"8"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"204"	"8"	"27"	"0"	"238"	"239"	"0"	"0"
"7327"	"3"	"6"	"1"	"2"	"380"	"6"	"3"	"90"	"4"	"0"	"0"	"5"	"14"	"12"	"5"	"16"	"0"	"1"	"15"	"2"	"7"	"3"	"11"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"23"	"19"	"0"	"246"	"246"	"1"	"0"
"7328"	"3"	"6"	"1"	"2"	"380"	"5"	"1"	"109"	"1"	"0"	"1"	"1"	"3"	"15"	"3"	"16"	"1"	"0"	"6"	"3"	"4"	"1"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"19"	"20"	"0"	"225"	"225"	"1"	"0"
"7329"	"3"	"6"	"1"	"2"	"380"	"7"	"1"	"89"	"2"	"0"	"1"	"4"	"10"	"9"	"2"	"12"	"1"	"0"	"4"	"5"	"4"	"3"	"13"	"7"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"12"	"14"	"0"	"204"	"204"	"1"	"0"
"7330"	"3"	"6"	"1"	"2"	"380"	"3"	"1"	"92"	"0"	"0"	"1"	"2"	"9"	"8"	"3"	"11"	"1"	"1"	"7"	"2"	"4"	"4"	"11"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"20"	"20"	"0"	"206"	"206"	"1"	"0"
"7331"	"3"	"6"	"1"	"2"	"380"	"9"	"0"	"57"	"1"	"0"	"4"	"4"	"7"	"11"	"2"	"14"	"1"	"0"	"16"	"6"	"7"	"3"	"15"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"12"	"13"	"0"	"188"	"188"	"1"	"0"
"7332"	"3"	"6"	"1"	"2"	"380"	"5"	"0"	"69"	"0"	"1"	"2"	"1"	"5"	"12"	"3"	"11"	"0"	"1"	"11"	"1"	"2"	"4"	"12"	"8"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"12"	"24"	"0"	"188"	"188"	"1"	"0"
"7333"	"3"	"6"	"1"	"2"	"221"	"2"	"0"	"50"	"0"	"1"	"1"	"2"	"5"	"10"	"1"	"6"	"0"	"0"	"2"	"1"	"3"	"5"	"8"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"4"	"10"	"0"	"116"	"116"	"1"	"0"
"7334"	"3"	"6"	"1"	"2"	"220"	"4"	"0"	"37"	"0"	"0"	"3"	"2"	"4"	"7"	"0"	"8"	"0"	"1"	"3"	"1"	"7"	"0"	"7"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"2"	"5"	"0"	"95"	"95"	"1"	"0"
"7335"	"3"	"6"	"1"	"2"	"600"	"5"	"0"	"19"	"7"	"4"	"3"	"11"	"16"	"9"	"9"	"6"	"1"	"1"	"1"	"8"	"3"	"4"	"21"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"21"	"16"	"0"	"171"	"171"	"1"	"0"
"7336"	"3"	"6"	"1"	"2"	"600"	"6"	"1"	"31"	"6"	"4"	"1"	"6"	"15"	"8"	"7"	"7"	"1"	"3"	"1"	"10"	"6"	"6"	"11"	"5"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"140"	"140"	"25"	"16"	"0"	"181"	"181"	"1"	"0"
"7337"	"3"	"6"	"1"	"2"	"413"	"4"	"0"	"6"	"5"	"1"	"1"	"14"	"11"	"5"	"2"	"6"	"1"	"0"	"1"	"8"	"1"	"3"	"18"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"89"	"89"	"8"	"13"	"0"	"110"	"110"	"1"	"0"
"7338"	"3"	"6"	"1"	"2"	"402"	"1"	"0"	"6"	"2"	"0"	"0"	"3"	"2"	"1"	"2"	"3"	"0"	"0"	"0"	"2"	"3"	"2"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"33"	"33"	"3"	"1"	"0"	"37"	"37"	"1"	"0"
"7339"	"3"	"6"	"2"	"2"	"400"	"3"	"1"	"40"	"5"	"8"	"5"	"11"	"7"	"23"	"9"	"9"	"2"	"24"	"0"	"3"	"5"	"45"	"10"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"24"	"20"	"2"	"263"	"263"	"1"	"0"
"7340"	"3"	"6"	"2"	"2"	"401"	"5"	"0"	"37"	"5"	"12"	"1"	"8"	"11"	"37"	"4"	"8"	"0"	"17"	"1"	"4"	"3"	"60"	"5"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"27"	"30"	"0"	"280"	"280"	"1"	"0"
"7341"	"3"	"6"	"2"	"2"	"400"	"5"	"3"	"26"	"2"	"11"	"4"	"13"	"9"	"41"	"5"	"9"	"1"	"18"	"2"	"4"	"8"	"47"	"10"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"33"	"26"	"2"	"284"	"284"	"1"	"0"
"7342"	"3"	"6"	"2"	"2"	"400"	"2"	"0"	"37"	"2"	"16"	"0"	"11"	"10"	"40"	"4"	"7"	"1"	"20"	"0"	"5"	"10"	"64"	"9"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"24"	"12"	"0"	"281"	"281"	"1"	"0"
"7343"	"3"	"6"	"2"	"2"	"400"	"5"	"3"	"34"	"6"	"10"	"2"	"12"	"15"	"33"	"7"	"8"	"1"	"18"	"3"	"3"	"3"	"57"	"7"	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"32"	"12"	"0"	"280"	"280"	"1"	"0"
"7344"	"3"	"6"	"2"	"2"	"400"	"5"	"0"	"28"	"7"	"10"	"1"	"14"	"13"	"35"	"2"	"11"	"1"	"19"	"3"	"7"	"9"	"40"	"12"	"3"	"2"	"11"	"1"	"19"	"3"	"7"	"9"	"40"	"12"	"3"	"2"	"223"	"223"	"30"	"13"	"0"	"266"	"266"	"1"	"0"
"7345"	"3"	"6"	"2"	"2"	"400"	"3"	"0"	"32"	"7"	"12"	"4"	"16"	"20"	"40"	"4"	"12"	"0"	"19"	"2"	"5"	"4"	"46"	"14"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"21"	"19"	"0"	"288"	"288"	"1"	"0"
"7346"	"3"	"6"	"2"	"2"	"400"	"2"	"2"	"35"	"6"	"14"	"2"	"6"	"8"	"34"	"7"	"10"	"0"	"20"	"2"	"9"	"6"	"48"	"5"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"31"	"23"	"0"	"275"	"275"	"1"	"0"
"7347"	"3"	"6"	"2"	"2"	"400"	"3"	"1"	"16"	"5"	"12"	"1"	"11"	"11"	"37"	"4"	"10"	"1"	"14"	"2"	"5"	"6"	"61"	"16"	"3"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"28"	"16"	"4"	"270"	"270"	"1"	"0"
"7348"	"3"	"6"	"2"	"2"	"400"	"12"	"2"	"32"	"3"	"15"	"2"	"13"	"7"	"50"	"6"	"11"	"1"	"19"	"1"	"5"	"7"	"43"	"10"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"23"	"13"	"4"	"283"	"283"	"1"	"0"
